ABET	i-ABET; 
supplied	 okukhona; izimpahla;  okubekiweyo;  nika; 
supplier	umphakeli; 
suppliers	abaphakeli; 
supplies	izimpahla; 
supply	 okukhona;  -nika; izimpahla;  okubekiweyo; 
support	ukweseka;  -phasa;  insika;  -xhasa;  -ondla;  sekela; 
supported	ukweseka;  insika;  ondla;  xhasa;  sekela;  phasa; 
supporting	ukweseka;  insika;  ondla;  xhasa;  sekela;  ukuphasa; 
supportive	okwesekelayo; okuphasayo; 
supports	ukweseka;  insika;  ondla;  xhasa;  sekela;  phasa; 
supposed	cabanga; 
supreme	 okunobukhosi; okuphezulu;  okunobukhulu; 
sure	 okuqinisekile; okwaziwa kahle; 
surely	 ngeqiniso;  bala; impela; 
surface	 ingaphezulu; ubuso;  vumbulula; 
surplus	okwevile;  insada; 
surrender	zinikela; 
surrounding	 ebudebuduze; okuseduze; 
surveillance	ukubhekwa; 
survey	-cwaninga; 
surveyor	umklami; umdabuli; 
surveyors	 abaklami; abadabuli; 
surveys	inhlolovo; cwaninga; 
survival	 ukuphila nakho; ukusinda; 
survive	-phila;  -phila nakho; 
surviving	ukuphila nakho;  phila; 
suspect	osolwayo;  cabangela;  nuka;  osolekayo; 
suspected	 nuka; cabangela; 
suspects	 abasolwayo;  nuka; cabangela; 
suspend	ukumisa;  misa; 
suspended	 lengisa; ukumisa;  misa; 
suspension	 ikuya ngokunweba; ukumisa;  ingxube ezikayo;  isilengiso; 
suspensions	ukumisa;  kuya ngokunweba;  izingxube ezizikayo; isasipenishini;  isilengiso; 
sustain	-gcina; 
sustainability	 ukusimamiswa; ukusimama; 
sustainable	okusimeme; 
sustained	gcina; 
sustaining	gcina; 
swear	 funga; ethuka; 
swearing	ukwethuka;  ukufunga; 
switch	inkinobho kagesi; 
switchboard	iswishibhodi; 
sworn	okufungelwe;  okufungiwe;  ofungisiwe; 
symbol	uphawu; 
symbolic	okuluphawu; okukhombisayo; 
symbolically	ngophawu; 
symbolises	beka uphawu; 
symbolism	uphawu; 
symbols	izimpawu; 
symposium	inhlanganisela yolwazi abambalwa ngodaba oluthile; 
symptom	 Izimpawu zesifo esithile; isibonakaliso; 
symptoms	 Izimpawu zesifo esithile; izinkombasifo; izibonakaliso; 
system	inkambiso;  uhlelo;  inqubo; 
systematic	-nohlelo; 
systematically	-ngohlelo; 
systemic	okunesu; 
systems	 izinkambiso;  izinhlelo; izinqubo; 
table	uhlu;  ithebula;  itafula; 
tables	 izinhlau; amatafula; amathebula; 
tabling	ukubekwa kwemithetho ephalamende; 
tabs	izithikithana; 
tackle	izintambo zokuphakamisa;  -zama ukuthatha ibhola; 
tags	 izilengiso; izithikithana; 
take	 okutholwayo;  okuthathwayo; thatha; 
taken	thatha; 
takeover	ukwamukela; 
takes	thatha; 
taking	ukuthatha; 
tale	inganekwane; 
talent	 isiphiwo; ithalente; 
talented	-nesiphiwo; 
talents	iziphiwo; amathalente; 
tales	izinganekwane; 
talk	 xoxa; khuluma; 
talking	ukukhuluma;  ukuxoxa; 
talks	 xoxa; khuluma; 
tangible	okuphathekayo; 
tap	 qhwabaza; umpompi; 
tape	ithephu; 
target	inhloso; 
targeted	okuhlosiwe; 
targets	izinhloso; 
tariff	inkokhelo emisiwe; 
tariffs	inkokhelo emisiwe; 
tasked	umsebenzi onikiweyo; 
tasks	imisebenzi oyinikiweyo; 
taught	fundisa; 
tax	intela; 
taxable	okunokuthelelwa; 
taxation	intela; 
taxed	intela; 
taxes	intela; 
taxi	 imoto ethutha abantu; itekisi; 
taxpayer	umkhokhintela; 
taxpayers	abakhokhintela; 
teach	fundisa; 
teacher	uthishela; 
teachers	othisha; 
teaching	ukufundisa; 
team	ithimba; 
teams	amathimba; 
teaser	umqandeliso; 
technical	-kolwazi oluthile; 
technician	isisebenzi esinolwazi; 
technicians	izisebenzi ezinolwazi; 
technique	isu;  icebo; 
techniques	 amacebo; amasu; 
technological	ezobuchwepheshe; 
technologies	ubuchwepheshe; 
technology	ubuchwepheshe; 
telecommunication	ezokuxhumana ngezingcingo; 
telecommunications	ezokuxhumana ngezingcingo; 
telephone	 khuluma ngocingo;  ucingo lokukhuluma; ucingo; 
television	 irediyo-mbono; umabonakude; 
tell	tshela;  xoxa;  landa; 
telling	ukuxoxa;  ukulanda;  ukutshela; 
tells	tshela;  xoxa;  landa; 
temporarily	okwesikhashana; 
temporary	-kwesikhashana; 
ten	ishumi; 
tend	 hlala na-; bheka;  linda; 
tender	isibizo; 
tendered	isibizo; 
tenders	izibizo; 
tension	 ukushuba kwesimo;  ixhala; ukuqinisa; 
tenure	isikhathi sokuba na-;  ilungelo lokuhlala endaweni; 
term	igama;  isikhathi esinqunyiwe; 
terminate	gcinisa;  khawula; gcina;  phelisa; 
terminated	gcinisa;  khawula; gcina;  phelisa; 
termination	ukugcina;  ukuphelisa;  ukugcinisa;  ukukhawula; 
terminology	ulwazigama; 
terms	imibandela; 
terrestrial	 okuphathelene nomhlaba; okomhlaba;  okwasemhlabeni; 
territorial	okuphathelene nezwe; 
territories	izifunda; 
territory	isifunda; 
terrorism	ubuphekulazikhuni; 
terrorist	iphekulazikhuni; 
tertiary	okwesithathu; 
test	 -hlola;  isivivinyo; ukuhlola;  vivinya; 
tested	 isivivinyo; ukuhlola;  vivinya;  hlola; 
testimony	ubufakazi; 
testing	ukuhlola;  ukuvivinya; 
tests	ukuhlola;  izivivinyo;  vivinya;  hlola; 
text	amagama alotshiwe; 
than	kunokuthi;  kuna-; 
thank	bonga; 
thanks	bonga; 
that	ukuze;  ukuba;  kanjalo;  lokho; 
that's	okwalokho; 
theater	ithiyetha; igumbi lokuhlinzela; 
theatre	ithiyetha; 
theatres	amagumbi okuhlinzela; amathiyetha; 
theft	ukweba; 
their	okwabo bona; 
them	bona; 
theme	 indikimba yendaba; indikimba; 
themes	 izindikimba zendaba; izindikimba; 
themselves	bona uqobo lwabo; 
then	 okwalesi sikhathi; ngalokho;  leso sikhathi;  khona manjalo; 
therapy	ukwelapha; 
there	lapho;  khona; 
thereafter	emuva kwalokho; 
thereby	ngalokho;  kulokho; 
therefore	ngakho-ke; 
therein	 phakathi kukho; khona; 
thereof	 kukho; kwakho; 
thereon	kukho; 
thereto	kukho; 
thereupon	lapho;  ande;  lokho; 
therewith	kanye nakho; 
these	lokhu; 
they	bona; 
thing	into; 
things	izinto; 
think	cabanga; 
thinking	ukucabanga; 
third	ingxenye eyodwa yesithathu; 
thirdly	okwesithathu; 
thirds	iqhezu lokuthathu; ingxenye eyodwa yesithathu; 
thirty	amashumi amathathu; 
this	lokhu; 
thorough	ngempela; 
those	lokho; 
though	 nakuba;  khona;  nokho; noma; 
thought	cabanga; 
thoughts	imicabango; 
thousand	inkulungwane; 
thousands	izinkulungwane; 
threat	 usongo; ukusonga; 
threaten	-beka engozini; 
threatened	beka engozini; 
threats	izinsongo; 
three	kuthathu; 
three-day	okwezinsuku ezintathu; 
three-year	okweminyaka emithathu; 
threshold	iqophelo elidingekile lokwesekwa; 
thriving	 ukuvuma;  ukuhluma; ukukhula; 
through	chusha; 
throughout	indawo yonke;  isikhathi sonke; 
thus	 kanje;  njeya;  njalo;  kanjalo; nje; 
ticket	ithikithi; 
ticketing	namathelisa ithikithi; 
tickets	amathikithi; 
tie	 ibhande; ukulingana; 
tiers	izingqimba; 
ties	 amabhande; ukulingana; 
till	ikhisi lemali; 
time	isikhathi; 
timeframes	izikhathi; 
timely	enzeka ngesikhathi; 
times	phindaphinda; 
tirelessly	ngokungakhathali; ngokungaphezi; 
title	igama; 
titled	okunegama; 
titles	amagama; 
to	ngaphambi; 
tobacco	ugwayi;  imboza; 
today	namuhla; 
together	 kanyekanye; ndawonye; 
toilet	isigcozi;  indlu yangasese; 
toilets	amabhoshi; izigcozi;  izindlu yangasese; 
told	tshela;  xoxa;  landa; 
tolerance	ukubekezela; 
tomorrow	kusasa; 
ton	ithani;  itani; 
tonight	namuhla kusihlwa;  ebusuku namuhla; 
tonnage	isisindo esithwalwa umkhumbi; 
tons	 amatani; amathani; 
too	 na-; futhi; 
took	thatha; 
tool	isikhali;  ithuluzi; 
toolkit	amathuluzi; 
tools	amathuluzi;  izikhali; 
top	 phezulu;  ithophi; ngaphezulu; 
topic	isihloko; 
topics	izihloko; 
total	isamba; 
totalled	isamba; 
touch	ukuthinta; 
tough	 okulukhuni; isiqhwaga; 
tour	uhambo; 
touring	ukuhamba;  ukuvakasha; 
tourism	ukuvakasha; 
tourist	isivakashi;  ohamba ebuka amazwe; 
tourists	 abahamba bebuka amazwe; izivakashi; 
tournament	umncintiswano emdlalweni; 
tournaments	imincintiswano emidlalweni; 
tours	izinkambo; 
toward	nga-; 
towards	nga-; 
town	idolobha; 
towns	amadolobha; 
township	ilokishi; 
townships	amalokishi; 
toy	isilibaziso sengane; 
trace	 -thola;  qopha; umkhondo;  khiphela;  -thola umkhondo; 
track	umkhondo;  indledlana;  ujantshi; 
trade	 hweba;  uhwebo;  -hweba;  umsebenzi; ukuhweba; 
trading	 umsebenzi; ukuhweba; 
tradition	 isiko lomdabu; isiko; 
traditional	okomdabu;  -komdabu; 
traditionally	ngokwejwayelekile;  ngokwendabuko;  ngokwemvelo; 
traditions	 amasiko omdabu; amasiko; 
trafficking	isiminyaminya sezimonto;  ithrafikhi yezimoto; 
tragedy	 isehlakalo sosizi; imbangalusizi; 
tragic	 okwesabekayo; okunosizi; 
train	isitimela;  fundisa; 
trained	fundisa; 
training	ukufundisa; 
trajectory	indlela ehanjwa inhlamvu yesibhamu; 
transaction	ukuthengiselana; 
transactions	ukuthengiselana; 
transfer	 ukukhiphela; ukwedlulisela;  khiphela;  ukusa kwenye indawo;  ukugudluzela; 
transferred	 ukukhiphela; ukwedlulisela;  khiphela;  ukusa kwenye indawo;  ukugudluzela; 
transferring	 ukukhiphela; ukwedlulisela;  ukusa kwenye indawo;  ukugudluzela; 
transfers	 ukukhiphela; ukwedlulisela;  khiphela;  ukusa kwenye indawo;  ukugudluzela; 
transform	guqula; 
transformation	inguquko;  uguquko lomumo; 
transformed	guqula; 
transforming	okuguqulayo; 
transition	ukushintshela kwelinye ikhiye; 
transitional	okuguqulayo; 
translate	humusha; 
translated	humusha; 
translation	okuhunyushiwe; 
translator	umhumushi; 
translators	abahumushi; 
transmission	 ukusakaza; ukudlulisela;  ukudluliswa kokushisa; 
transmit	 dlulisa;  -dlulisa ukushisa; ukusakaza; 
transmitted	 dlulisa; dlulisela;  dlulisa ukushisa; ukusakaza; 
transparency	ukungafihli lutho; 
transparent	bonakala ngale;  -bonakala ngale; 
transport	 -thutha; ukuthutha;  thutha; 
transportation	ukuthutha; 
travel	uhambo;  -hamba izwe; 
travelled	 hamba; ukuhamba;  uhambo; 
travelling	ukuhamba; 
treasure	ingcebo; 
treasures	ingcebo; 
treasuries	ezezimali; 
treasury	ezezimali; 
treat	phatha;  -elapha; 
treated	 phatha; elapha; 
treaties	izivumelwano; 
treatment	ukwelashwa;  ukwelapha; 
treaty	isivumelwano; 
tree	isihlahla; 
trees	izihlahla; 
trend	inkambiso;  isimo; 
trends	 izinkambiso; izimo; 
trial	ukulinga;  ukuthethwa kwecala; 
trials	ukulinga;  ukuthethwa kwecala; 
tribunal	ibandla lokuthetha amacala; 
tribunals	amabandla okuthetha amacala; 
tribute	isethulo;  ukuthela;  amazwi okubonga; 
tried	okuzanyiwe; 
triple	hlanganisa kathathu; 
triumph	 ukwahlula;  nqoba; ukunqoba;  ahlula; 
trophy	indebe; 
troupe	iqembu labadlali; 
truly	 isiminya;  isibili;  iqiniso; impela; 
trust	-themba;  inkampani enezimali ezisisiwe; 
trustee	umphathi obekiweyo; 
trustees	abaphathi ababekiweyo; 
trusts	themba;  izinkampani ezinezimali ezisisiwe; 
truth	iqiniso; 
try	 linga; zama; 
trying	ukuzama; 
turfs	amasoyi;  izidindi; 
turn	 ukuphenduka; phendula;  phenduka; 
turnaround	ukuguqula isimo; 
turned	phendula;  phenduka; 
turning	imigobo; 
turnover	inani lemali etholakele ebhizinisini; 
twelve	ishumi nambili; 
twentieth	okwamashumi amabili; 
twenty	amashumi amabili; 
twice	kabili; 
twitter	i-twitter; 
two	kubili; 
two-day	okwezinsuku ezimbili; 
two-thirds	okubili kokuthathu; 
type	uhlobo;  thayipha; 
types	izinhlobo;  thayipha; 
typically	ngokohlobo; 
ultimate	okokugcina; 
ultimately	 ukugcina; ekugcineni; 
unable	okungakwazi; okungabinamandla;  okungazi; 
unacceptable	okungavumeki;  okungathandeki;  okungamukeleki; 
unanimous	 bavumelana bonke; okwabo bonke; 
unauthorised	okungaphandle kwemvume; 
uncertainty	ukungabaza;  ukungaqondi; 
underdevelopment	 ukungavuthwa; ukungakhuli; 
undergo	 enzelwa; enza; 
undermine	bukela phansi; 
underpin	sekela ngamatshe; 
understand	qonda; 
understanding	ukuqonda; 
understood	qonda; 
undertake	enza;  bamba;  vuma; 
undertaken	enza;  bamba;  vuma; 
undertaking	 ukuvuma;  ukubamba; ukwenza; 
undertook	enza;  bamba;  vuma; 
underwater	okwaphansi kwamanzi; 
underway	okwaphansi kwendlela; 
undue	okungafanele; 
unemployed	ongasebenzi; ongaqashwanga; 
unemployment	ukungasebenzi; 
unfair	 okungafanele; okungalungile;  okukhethayo; 
unfortunately	kubi;  ngokwaleka; 
unhappy	ongenamile; 
unified	hlanganisa; 
uniform	 umfaniswana; umfaniswano; 
unify	hlanganisa; 
union	inyunyana; 
unions	izinyunyana; amaqoqongxube; 
unit	ngakunye;  umuvo; 
unitary	okuphathelene nobukodwa; 
unite	hlanganisa; 
united	-hlangene; 
units	imivo; 
unity	ubunye; 
universal	okwasemhlabeni wonke; 
universe	umhlaba wonke kanye nezulu nokukulo; 
universities	amanyuvesi; amayunivesithi; 
university	 iyunivesithi; inyuvesi; 
unknown	 okungaqondwa; okungaziwa; 
unlawful	okungavunylwe wumthetho; 
unleash	khumula;  dedela; 
unless	ngaphandle kwa-; ngaphandle kokuba; 
unlike	okungafani; 
unlikely	okungabazekayo; 
unnecessary	okungafuneki; 
unprecedented	okungazange kwabakhona ngaphambili; 
unqualified	ongenaziqu; ongenalwazi; 
unreasonable	okweqa okufaneleyo; okungenangqondo; 
unregistered	okungabhalisiwe; 
unsafe	okungaphephile; 
until	kuze ku-; 
untold	okungashiwongo; 
unusual	okungavamile; 
unveil	ambula; 
unveiled	ambula; 
unveiling	ukwambula; 
up	phezulu; 
upcoming	okuzayo; 
update	 faka ulwazi olusha; enza kuhambisane nesikhathi; 
updated	 faka ulwazi olusha; enza kuhambisane nesikhathi; 
updates	 faka ulwazi olusha; enza kuhambisane nesikhathi; 
upgraded	khuphula; 
upgrades	khuphula; 
upgrading	ukukhuphula; 
uphold	 vumela; qinisa;  sekela; 
uploading	ukwedluliswa kwedatha isuka ekhompuyutheni iya kwenye; 
upon	phezu kwa-; 
urge	ukuphiswa; 
urged	ukuphiswa; 
urgency	 ukuphuthuma; ukucindezela; 
urgent	okuphuthumayo; 
urgently	ngokusheshisa; 
urges	ukuphiswa; 
us	thina; 
usage	ukusetshenziswa; 
use	ukusetshenziswa;  umsebenzi;  sebenzisa; 
used	sebenzisa; 
useful	okusizayo; 
user	umsebenzisi; 
users	abasebenzisi; 
uses	ukusetshenziswa;  umsebenzi;  sebenzisa; 
using	ukusebenzisa;  ukusetshenziswa; 
usually	imvamisa; 
utilisation	ukusetshenziswa; 
utilise	sebenzisa; 
utilised	sebenzisa; 
vacancies	izikhala; 
vacancy	isikhala; 
vacant	 okungenanto; okungenamuntu; 
valid	okuneqiniso;  okuqinisile; 
validity	 -neqiniso; ukuba semthethweni; 
valley	isigodi; 
valuation	imali yentengo; 
value	 ubungakho; inani;  ukubaluleka; 
valued	 ubungakho; inani;  ukubaluleka; 
values	izinkambiso; 
van	iveni; 
variation	ukwahlukana; 
varied	okunhlobonhlobo; 
varies	shintshashintsha; 
variety	 ukwahlukahluka; izinhlobonhlobo; 
various	okunhlobonhlobo; 
vary	shintshashintsha; 
varying	shintshashintsha; 
vast	-khulu kakhulu; 
vat	intela i-vat; 
vehicle	 isithuthi; ithwali; 
vehicles	izithuthi; 
vendor	othengisa emgwaqeni; 
venture	ukuzama; 
ventures	ukuzama; 
venue	inkundla yokudlalela; 
venues	izinkundla yokudlalela; 
verification	ukuqinisekisa; 
verify	ukuqinisekisa; 
version	ukulandisa; ivesion;  ukuhumushela; 
very	kakhulu;  impela;  uqobo; 
vessel	umkhumbi;  umthambo; 
vested	 okunegunya; okugunyaziwe; 
veterans	 omakadebona; amasosha amadala; 
via	ngendlela ya-;  nga-; 
viability	okusimeme; okunokusebenziseka; 
viable	okusimeme; okunokusebenziseka; 
vibrant	okudlidlizelayo; 
vice	 iklempu; uvayisi; 
vice-chairperson	iphini likasihlalo; 
victim	isisulu; 
victims	izisulu; 
victor	umnqobi; 
victory	ukunqoba; 
videos	izithombe eziqoshiwe zevidiyo;  ukuqoshwa kwesithombe sevidiyo; 
view	okubonakalayo; 
viewed	okubonakalayo; 
viewing	okubonakalayo; 
views	okubonakalayo; 
village	idolobhana; 
villages	idolobhana; 
violation	ukwephula umthetho; 
violations	ukwephula umthetho; 
violence	 ubudlova; udlame; 
violent	okudlovayo; okunamandla; 
virtually	okuyikhona nokuba kungabhalwanga; 
virtue	 ukulunga;  ubumsulwa; igunya; 
visa	imvume yokungena ezweni; ivisa; 
vision	umbono; 
visionary	umuntu wemibono; 
visit	 ukuvakashela;  hambela; ukuhambela; 
visited	hambela; 
visiting	ukuhambela; 
visitor	isivakashi; 
visitors	izivakashi; 
visits	hambela; 
visually	ngokubona; 
vital	okuphathelene nempilo; 
voice	izwi; 
voices	amazwi; 
void	khipha;  ubuze;  nya; 
volatility	 ukunyamalala; ukuhwamuka; 
volume	umthamo;  izinga lomsindo; 
voluntarily	 ngokuzenzela; ngentando;  ngokuvuma; 
voluntary	okokuvuma; 
volunteer	ozinikelayo;  ivolontiya; 
volunteers	amavolontiya;  abazinikelayo; 
vote	 ivoti; ukuvota; 
voted	vota;  ivoti; ukuvota; 
voter	umvoti;  ovotayo; 
voters	abavotayo; abavoti; 
votes	vota;  amavoti; ukuvota; 
voting	ukuvota; 
vulnerability	ukungalimazeka; 
vulnerable	ukuba sesimeni sokulimala okanye sokugula noma inini;  -nokuhlukumezeka; 
wage	umholo; 
wages	 amaholo; inkokhelo; 
waiting	ukulinda; 
walk	hamba; 
walks	hamba; 
wall	udonga; 
walls	izindonga; 
want	isidingo;  ukufuna; 
wanted	isidingo;  ukufuna; 
wants	 ntula;  swela; funa; 
war	impi; 
ward	isigceme;  iwodi; 
wards	amawodi;  izigceme; 
warm	kufudumele; 
warmth	ukufudumala; 
warning	isixwayiso; 
warrant	 nika mandla; incwadi yemvume; 
warrants	nika amandla; 
wars	izimpi; 
waste	 izibi;  saphaza; imfucuza; 
watch	iwashi; 
water	 nisela; amanzi;  -phuzisa; 
waters	 nisela; amanzi;  phuzisa; 
wax	isigonogono;  ingcino; 
way	indlela; 
ways	izindlela; 
we	thina; 
we've	thina si-; 
weak	-ngenamandla; 
weakness	 ubuthaka; ubuthakathaka; 
weaknesses	 ubuthaka; ubuthakathaka; 
wealth	ingcebo; 
weapon	isikhali; 
weapons	izikhali; 
weather	isimo sezulu; 
web	ubulwembu; 
websites	isizindalwazi; 
week	 iviki; isonto; 
week-long	iviki lonke;  isonto lonke; 
weekend	impelasonto; 
weeks	 amasonto; amaviki; 
weight	 isikalo;  ukusinda; isisindo;  kala; 
welcome	 ukuthakazelwa;  ngenisa ngokujabula; thakazela; umhlangabezo; 
welcomed	ngenisa ngokujabula; thakazela; 
welcomes	ngenisa ngokujabula; thakazela; 
welcoming	ukungenisa ngokujabula;  ukuthakazela; 
welfare	inhlalakahle; 
well	 ipitsi; umthombo; 
well-being	 ukuhlala kahle; ukuphila;  inhlalakahle; 
well-known	 okunegama; okwaziwa kahle;  okuchumile;  okudumile; 
wellbeing	 ukuhlala kahle; ukuphila;  inhlalakahle; 
went	ya;  hamba; 
west	 ngasentshonalanga; entshonalanga;  intshonalanga; 
western	okwasentshonalanga; 
wetland	ixhaphozi; 
wetlands	amaxhaphozi; 
what	-ni; kuyini; 
what's	-ni; kuyini; 
whatever	 nani;  noma kuyini; konke; 
whatsoever	 nani;  noma kuyini; konke; 
when	nini?; 
whenever	 zonke izikhathi; nanini; 
where	phi; ngaphi?; 
whereas	kanti;  njengoba;  njengokuthi;  ingani; 
whereby	ngakho; 
whereupon	lapho;  ngakho; 
wherever	nakuphi;  naphi; 
whether	 nokuba;  noba; noma; 
which	phi; 
whichever	noma yikuphi; 
while	isikhathi; 
whilst	isikhathi; 
whips	osotswebhu; 
white	okumhlophe; 
whites	abamhlophe; 
who	ubani; 
whole	okuphelele; 
wholesale	ukuthengisa okuningi kanyekanye; 
wholly	ngokuphelele; 
whom	ubani? Ngubani?; 
whose	okukabani; 
why	yini?;  ngani?; 
wide	-banzi; 
widely	 kude;  kabanzi; kakhulu; 
wider	okubanzi; 
widespread	okusakazekile; 
wife	umka-; umfazi; 
wild	okwasendle; 
wildlife	okuphila endle; 
will	 incwadi yefa;  isifiso; intando; 
willing	okuvumayo; 
willingness	ukuvuma kahle; 
win	 -nqoba; nqoba; 
wind	umoya ovunguzayo;  umoya; 
winding-up	ukugcina;  ukuphetha;  ukuqedela; 
window	ifasitele; 
wine	iwayini; 
winner	umnqobi; 
winners	abanqobi; 
winning	 ukuwina; ukuphumelela;  ukunqoba; 
winter	ubusika; 
wisdom	ubuhlakani;  ukuhlakanipha; 
wish	 ukuthanda; isifiso; 
wishes	izifiso; 
wishing	ukufisa; 
with	kanye na-;  na-; 
withdraw	hoxisa; 
withdrawal	 ukuhoxisa;  ukumonyula;  ukukhumula; ukusuka;  ukuhlehla;  ukuhoxa;  ukukhoba;  ukukhipha; 
withdrawn	hoxisa; 
within	phakathi kwa-; 
without	ngaphandle; phandle kwa-; 
witness	 ufakazi; ubufakazi; 
witnessed	 ufakazi; ubufakazi; 
witnesses	 ofakazi; ubufakazi; 
woman	umfazi; 
women	abafazi; 
women's	okwabesifazane; 
won	nqoba; 
wonderful	okumangalisayo; 
wood	 ukhuni; ihlathi;  ipulangwe; 
word	igama; 
words	amagama;  mazwi;  inkulumo;  izinhlamvu; 
work	 umsebenzi; imisebenzi;  sebenza; 
worked	 umsebenzi; imisebenzi;  sebenza; 
worker	isisebenzi;  umsebenzi; 
workers	abasebenzi;  izisebenzi; 
workforce	abasebenzi; 
working	ukusebenza; 
workplace	emsebenzini; 
works	imisebenzi;  sebenza; 
workshop	ishabhu; 
workshops	amashabhu; 
workspace	indawo yokusebenza; 
world	umhlaba wonke jikelele; 
world's	okomhlaba; 
