APRIL	Lambamai; 
sufficiently	 eḓanaho;  lugaho; linganaho; 
sugar	swigiri; 
suggest	humbudza; 
suggested	humbudza; 
suggestion	mahumbulwa; 
suggestions	mahumbulwa; 
suggests	humbudza; 
suitable	tewa;  fanelwa; 
suitably	 tewa;  fanelwa; 
summary	 samari; manweledzo; 
summer	tshilimo; 
summit	guvhangano; 
summits	guvhangano; 
summoned	 rambiwa; vhidzwa; 
sun	ḓuvha; 
sung	vho imba;  o imba; 
superior	-re muhulwane; 
supervisees	 lavhelesa; langa; 
supervision	ndavheleso; 
supervisory	vhulavhelesi;  vhulangi; 
supplement	tshiswikisedzi; 
supplied	ṋetshedza;  zwiḓisedzwa; tshitoko;  ṋetshedzo; 
supplier	muḓisedzi; 
suppliers	vhaḓisedzi; 
supply	 -ṋetshedza; ṋetshedzo; 
support	 thikho;  unḓa;  -tika; tikedza;  thikhedzo; 
supported	 ṱhogomelo;  tika;  thikho;  unḓa; tikedza;  thikhedzo; 
supporting	 ṱhogomelo;  tika;  thikho;  unḓa; tikedza;  thikhedzo; 
supportive	 tika; tikedza; 
supports	 ṱhogomelo;  tika;  thikho;  unḓa; tikedza;  thikhedzo; 
supposed	 linganya; 
supreme	tsho hulaho u fhirisa; 
sure	vha na ngoho; 
surely	ngoho; 
surface	vhunnḓa; 
surplus	mufhalala; 
surrounding	vhupo; 
surveillance	 sala murahu; lavhelesa; 
survey	ṱhoḓuluso; 
surveyor	 musaveyi; tsedzuluso; 
surveyors	 musaveyi; tsedzuluso; 
surveys	ṱhoḓuluso; 
survival	 u ponya; tshila; 
survive	hanya;  u tshila; 
surviving	tshila;  hanya; 
suspect	 vhilahela; humbulela; 
suspected	humbulelwa; vhilahelwa; 
suspects	 vhahumbulelwa;  vhilahela; muvhilahelwa; humbulela; 
suspend	 imisa; imiswa;  fhahea; 
suspended	 imisa; imiswa;  fhahea; 
suspension	 phaphamalo;  muvanganyo;  tshinembeledzi; nyimiso; 
suspensions	 zwinembeledzi;  phaphamalo;  nyongolodzo; mivanganyo; nyimiso; 
sustain	bveledza; 
sustained	bveledza; 
sustaining	bveledza; 
swear	ana; 
swearing	ana; 
switch	switshi;  -switsha; 
sworn	aniswa;  seṅwa; 
symbol	tshiga; 
symbolic	 tshiga; tshifanyiso; 
symbolically	sumbedza;  fanyisa;  ita tshiga; 
symbolises	sumbedza;  fanyisa;  ita tshiga; 
symbolism	 tshiga; tshifanyiso; 
symbols	zwiga; 
symposium	muṱangano;  khuvhangano; simphoziamu; 
symptom	tsumbadwadze; 
symptoms	tsumbadzwadze; tsumbadwadze; 
systematic	nga sisiṱeme; nga u tevhekana; 
systemic	 fhelelaho; zwoṱhezwoṱhe; angaredza; 
systems	sisiṱeme; 
table	ṱafula;  thebulu; 
tabled	ṱafula;  thebulu; tafula; 
tables	ṱafula;  thebulu; 
tabling	u swikisa ṱafulani; 
tabs	thikhithi; zwiṱikara; dziḽebuḽu; 
tackle	thakhulo;  u lwela; 
tags	garaṱa dza mutengo; 
take	 fara;  fhahulula;  bvula;  isa;  takula; dzhia; 
taken	dzhiiwa; 
takeover	u dzhiiwa;  u milwa; 
takes	 fara;  fhahulula;  bvula;  isa;  takula; dzhia; 
taking	 fara;  fhahulula;  bvula;  isa;  takula; dzhia; 
tale	lungano; 
talent	taḽente; 
talented	vhukoni; 
talents	taḽente; 
tales	ngano; 
talk	 fhindulana;  tshipitshi; amba; 
talking	amba; 
talks	nyambedzano;  mifhindulano; 
tangible	tshi kwameaho; 
tap	 thephe; khokhonyanyana; 
tape	lubannda; 
target	tshipikwa; 
targeted	tshipikwa; 
targeting	tshipikwa; 
targets	zwipikwa; 
tariff	mbadelo;  mbadelotiwa; 
tariffs	mbadelo;  mbadelotiwa; 
task	mushumo; 
tasked	mushumo; 
tasks	mishumo; 
taught	gudisa; 
tax	muthelo; 
taxation	muthelo; 
taxed	muthelo; 
taxes	muthelo; 
taxi	thekhisi; 
taxpayer	mutheli; 
taxpayers	mutheli; 
teach	gudisa; 
teacher	thitshara; 
teachers	mudededzi; 
teaching	vhugudisi; 
team	thimu; 
teams	thimu; 
teaser	khanganyiso;  tswenya;  dina; 
technical	zwa thekiniki; 
technicians	rathekhiniki; 
techniques	thekhiniki; 
technologies	thekhinoḽodzhi; 
telecommunication	vhudavhidzani ha kule; 
telecommunications	vhudavhidzanikule; 
telephone	luṱingo; 
television	theḽevishini; 
tell	 vhudza;  bvumba; amba; 
telling	 vhudza;  bvumba; amba; 
tells	 vhudza;  bvumba; amba; 
temporarily	zwa tshifhinganyana; 
ten	fumi; 
tend	 lavhelesa;  linda; 
tendered	thenda; 
tenders	thenda; 
tension	mazhuluzhulu;  vhuakhi; 
tenure	thendelano ya vhuhiri;  thendelano ya vhusendelelwa; 
term	 themo; kotara; 
terminate	fhelisa; 
terminated	fhelisa; 
termination	 guma; fhedza;  phetha; 
terms	milayo; 
terrestrial	zwa shangoni; 
territorial	zwa ḓisi;  zwa ḽifhasi;  zwa muvhuso;  zwa shango; 
territories	ḓisi; disi; 
territory	ḓisi; 
terrorism	vhutherorisi; 
terrorist	ḽitherorisi; 
tertiary	theshiari; 
test	ndingo;  -linga;  u linga; 
tested	 linga; ndingo; 
testing	 linga; ndingo; 
tests	 linga; ndingo; 
text	zwi re ngomu; 
than	hu nauri;  u fhira; 
thank	livhuha; 
thanks	ndivhuho; ndi a livhuha; 
that	hetsho; uyo;  uri;  huvhani;  heyo; 
that's	hetsho; heyo;  uyo; 
theater	thyetha; vhuareloni; 
theatre	vhuareloni; 
theatres	thyetha; vhuareloni; 
theft	vhuvhava; 
their	 ya vhone; zwa vhone; 
them	 zwone; vhone; 
theme	thero; 
themes	thero; 
themselves	 vhone vhaṋe; vhone vhukumakuma; zwone zwiṋe; 
then	ya vha;  ha vha;  zwo ralo;  nga tshi; 
theory	khumbulo i sina mushumo; 
therapy	dzilafho; 
there	afho;  henefho;  fhaḽa;  hangei; 
thereafter	nga murahu ha zwenezwo; 
thereby	nga hezwo; 
therefore	ngauralo; 
therein	nga ngomu; 
thereof	nga zwenezwo; 
thereon	henefho; 
thereto	 ṱutshela; 
thereupon	nga nṱhani ha hezwo; 
therewith	nga izwo; 
these	izwi;  havha; hezwi; 
they	 vho; vha;  zwi; 
thing	tshithu; 
things	zwithu; 
think	humbula; 
thinking	 elekanya; humbula; 
third	 tsha raru; tshararu; 
thirdly	tsha vhuraru; 
thirds	 tsha raru; tshararu; 
thirty	furaru; 
this	ene;  kwone;  tshone; 
thorough	vhudodombedzi; 
those	 idzo;  hezwo;  izwo; havho; 
though	fhedzi;  naho zwo ralo; 
thought	humbula; 
thoughts	mihumbulo;  ngelekanyo ṱhalukanyo; 
thousand	tshigidi;  tshigidi tshithihi; 
thousands	zwigidi; 
threat	vhushushedzi; 
threaten	-shushedza; 
threatened	shushedza; 
threats	vhushushedzi; 
three	raru; 
three-day	zwa maḓuvha mararu; 
three-year	zwa miṅwaha miraru; 
threshold	tshivhalo tsha fhasisa; 
thriving	 bvela phanḓa;  aluwa; bvelela;  tenda;  hula; 
throughout	u swikela; 
thus	 izwo;  ngaurali; ngauralo; 
ticket	thikhithi; 
ticketing	thikhithi; 
tickets	thikhithi; 
tie	lingana;  khokhovhi; 
tiers	mbemba;  zwipiḓa; 
ties	lingana;  khokhovhi; 
till	thiḽi; isa kha;  lima;  swikela; 
time	tshifhinga;  mutevhetsindo; 
timeframes	zwifhinga zwo vhewaho; 
timely	nga tshifhinga; 
times	andisa; 
tirelessly	sa dina;  sa neta; 
title	ṱhoho;  dzina; 
titled	vhidzwa; 
titles	ṱhoho;  dzina; 
to	u ya kha; 
tobacco	fola; 
together	nga huzwo; vhoṱhe;  zwoṱhe;  oṱhe;  yoṱhe; 
toilet	bunga; 
toilets	mabunga; 
told	vhudzwa; 
tolerance	konḓelela; 
tomorrow	matshelo; 
ton	thani; 
tonight	 vhusiku vhuno; vhusiku ha ṋamusi; 
tonnage	vhuthani; 
tons	thani; 
too	hafhu;  mukhwa muṅwe; 
took	 fara;  fhahulula;  bvula;  isa; dzhia; 
tool	tshishumiswa; 
toolkit	khithi ya zwishumiswa; 
tools	zwishumiswa; 
top	nṱha; 
topic	thophikhi; 
topics	thero; 
total	ṱhanganyelo; 
totalled	thanganyelo; ṱhanganyelo; 
touch	u kwama; 
tough	lemela;  konḓa; tshi sa khotheiho; 
tour	vhuendelamashango; 
touring	vhuendelamashango;  madalo; 
tourism	vhuendelamashango; 
tourist	muendelamashango; 
tourists	vhaendelamashango; 
tournament	thonamennde; muṱaṱisano; 
tournaments	thonamennde; miṱaṱisano; 
tours	vhuendelamashango; 
toward	nga thungo ya; 
towards	nga thungo ya; 
town	ḓorobo; 
towns	ḓorobo; 
township	ḽokhesheni; 
townships	ḽokhesheni; 
toy	tshitambiswa; 
trace	wana;  ṱoḓa;  oledzela;  -tevhedzela; 
track	tshiporo;  nḓila; 
trade	mbambadzo; 
trading	u rengisa; 
tradition	maitele; 
traditional	-zwa sialala;  -maitele; 
traditionally	maitele;  zwa sialala; 
traditions	maitele; 
traffic	vhuendi; 
trafficking	vhuendi; Thirafiki; 
tragedy	ḽikhaulambilu; 
tragic	vhuṱungu;  tshiṱuhu;  ḽikhathulambilu; ḽisinḓambilu; 
train	gudisa;  tshidimela; 
trained	 gudiswa; gudisa; 
training	pfumbudzo; 
trajectory	mukwila; vhuṱala;  luḓila;  nḓila; 
transaction	murengelano; 
transactions	murengelano; 
transfer	 tsudzuluso; sudzulusa;  u pfulusa; 
transferred	 tsudzuluso; sudzulusa; muainedzo;  u pfulusa; 
transferring	 tsudzuluso; sudzulusa; muainedzo;  u pfulusa; 
transfers	 tsudzuluso; sudzulusa; muainedzo;  u pfulusa; 
transform	shandula; 
transformation	tshanduko;  shandukisa; 
transformed	shandulwa; 
transforming	 shandula; 
transition	u pfukela; 
transitional	tshifhinganyana; vhukati;  tshifhinga tsha uri; 
translate	 ḓologa;  shandulela; ṱalutshedza;  pindulela; 
translated	 pindulelwa; ḓologwa; ṱalutshedzwa;  shandulelwa; 
translation	tshandulelo; 
translators	vhafhinduleli; 
transmission	vhurathisi;  phiriso ya tshitzhili;  phirisafulufulu; 
transmit	 u fhirisa;  rathisa; -phirisa; 
transmitted	 rathisa;  phirisa; fhirisa; 
transparency	u vha khagala; 
transparent	vhonadzaho;  tshivhonadzi; 
transport	vhuendedzi; 
transportation	vhuendedzi; 
travel	enda; 
travelled	tshimbila;  enda; 
travelling	vhutshimbili; 
treasure	lupfumo; 
treasures	lupfumo; 
treasuries	vhufaragwama; 
treasury	vhufaragwama; 
treat	u ilafha; 
treated	ilafha; 
treaties	Thendelano; 
treatment	 dzilafho.; dzilafho; 
treaty	Thendelano; 
tree	muri; 
trees	miri; 
trend	 mvelaphanḓa; zwiambaro; 
trends	 mvelaphanḓa; zwiambaro; 
trial	tsengo; 
trials	tsengo; 
tribunal	khothe; 
tribunals	khothe; 
tribute	 mpho;  nduvho; muthelo; 
tried	 lingwa;  lingedzwa;  sengiswa;  edziswa; ṱolwa; 
triumph	 ḓi renda;  kunda; 
trophy	khaphu; 
troupe	tshigwada tsha vhamvumvusi; 
truly	 ngohongoho; ngangoho; ngoho; 
trust	fulufhela; 
trustee	muthu o fhulufhelwaho; 
trustees	vhathu vho fhulufhelwaho; 
trusts	fulufhela; 
truth	ngoho; 
try	 linga;  ṱola;  sengisa; lingedza; tshikoro tsha ragabi;  edzisa; 
trying	lemela;  netisa;  kula nungo; 
turfs	gwada ḽi re na hatsi;  luvhanḓe lwa mbambe ya dzibere; 
turn	mona;  huma;  khona; dzhiga;  furalela;  somba;  shanda;  u shandula;  rembuluwa;  u phigulusa; 
turnaround	rembuluwa;  shandukela; tshikhala tsha u dzhiga;  tshifhinga tsha u fhedza;  tshikhala tsha u khona; 
turned	mona;  huma;  khona;  rembuluswa;  phiguluswa; dzhiga;  furalela;  shanda;  rembuluwa; sombololwa; 
turning	mupeto; 
turnover	mbuelo; mbueloguṱe;  kuṱutshele kwa vhashumi; 
twelve	fumi mbili; 
twentieth	vhufumbili; 
twenty	fumbili; 
twice	luvhili; 
two	mbili; 
two-day	zwa maḓuvha mavhili; 
two-thirds	tshararu; 
type	lushaka;  khanḓiso;  u thaipha; 
types	tshaka; 
typically	 kanzhi; lushaka; 
ultimate	zwa u fhedzisela; 
ultimately	magumoni;  mafhedziseloni; 
unable	 balelwa; kundelwa; 
unacceptable	zwi sa ṱanganedzei; 
unanimous	thendelano ya vhoṱhe; 
unauthorised	zwi songo tendelwaho; 
uncertainty	zwi songo khwaṱhaho;  tshi sa ḓivhi; 
unconstitutional	-lwaho na ndayotewa; 
under	fhasi ha; 
underdevelopment	songo bvelelaho tshoṱhe; 
undergo	 pfa vhuṱungu;  lemelwa; 
underlying	zwiṱuṱuwedzi;  zwa mutheo;  zwa ndeme; 
undermine	nyadza; 
underpin	tika; 
understand	pfesesa; 
understanding	 pfesesa;  vha na nzhele; thendelano; 
understood	pfesesa; 
undertake	 dzhia mushumo;  fhulufhedzisa;  thoma mushumo; 
undertaken	 dzhia mushumo;  thoma mushumo; 
undertaking	bindu;  fhulufhedzisa; ndangulo ya motshara; 
undertook	 dzhia mushumo;  fhulufhedzisa;  thoma mushumo; 
underwater	ngomu maḓini; 
underway	 zwine zwa khou ya u bvelela; zwi re nḓilani; 
undue	 nnḓa ha mulayo; tshi songo lugaho; 
unemployed	-sa shuma; 
unfair	 zwi songo lugaho;  zwi songo fanelaho; tsha khombo; 
unfortunately	mashudu mavhi; 
unhappy	 ṱungufhala; vhusiwana; 
unified	vhofhekanya; 
uniform	fanaho;  yunifomo; 
unify	vhofhekanya; 
union	mbumbano;  yunioni; 
unions	mbumbano;  yunioni; 
unique	khetheaho; 
unit	yunithi; 
unitary	vhuoga; 
unite	 -ṱangana;  ṱanganya; ṱangana; 
united	vhumbana; 
units	vhuthihi; 
unity	thendelano;  ṱhanganyo;  vhuthihi;  vhuoga;  mbofhano; 
universal	faraho zwoṱhe; 
universe	ḽinnḓa; 
universities	yunivesithi; 
university	yunivesithi; 
unknown	zwi sa ḓivhei; 
unlawful	 zwi siho mulayoni; nnḓa ha mulayo; 
unleash	 bvisa;  vhofholola; tendela; 
unless	nga nnda-; 
unlike	zwi sa faniho; 
unlikely	a zwi anzeli; 
unnecessary	zwi si zwa ndeme; 
unprecedented	zwi sa athu vhonwa; 
unqualified	si na ndalukano; 
unreasonable	sa humbulela; 
unregistered	u ridzhisiṱalula; 
unsafe	tshi re na phanzi/khombo;  sa tsireledzea; 
unsubscribe	 sainulula; 
until	 swikela; 
untold	zwi sa ambei;  zwi songo ambiwaho; 
unusual	 zwi si zwa misi;  zwi songo ḓoweleaho; zwi mangadzaho; 
unveil	 pengula; dzumbulula;  tibula; 
unveiled	 tibulwa; dzumbululwa;  pengulwa; 
unveiling	 pengula;  dzumbulula;  tibula; 
up	nṱha; 
upcoming	zwine zwa khou ḓa;  zwa kha ḓi ya u bvelela; 
update	maswamaswa; khwinisa; 
updated	khwiniswaho; ḓivhadzwa maswamaswa; 
updates	maswamaswa; khwinisa; 
upgrade	khwinisa; 
upgraded	khwinisa; 
upgrades	khwinisa; 
upgrading	khwinisa; 
uphold	 tikedzela;  khwaṱhisa; 
uploading	 ḽaisa; 
upon	 ṱaḓulu ha; kha;  nṱhani ha; 
urban	 ḓoroboni; -ḓorobo; 
urge	u fhisea; 
urged	fhisea; 
urgency	 luvhilo;  tshihaḓu; ṱavhanya; 
urgent	shishi; 
urgently	nga u ṱavhanya;  nga tshihaḓu; 
urges	fhisea; 
us	riṋe; 
usage	 mashumisele;  ḓowela; mashumele; 
use	 mashumisele a tshigero; shumisa; 
used	shumiswa;  ḓowela; 
useful	 tshi re thuso; vha na mushumo; 
user	mushumisi; 
users	vhashumisi; 
uses	 mashumisele a tshigero; shumisa; 
using	Shumisa;  mashumisele a tshigero; shumisa; 
usually	kanzhi; 
utilisation	 shumiswa; 
utilise	shumisa;  u shuma nga; 
utilised	shumiswa; 
v	V; 
vacancies	zwikhala; 
vacancy	tshikhala; 
vacant	u vulea; 
valid	kwazwo; 
validity	khwaṱhisedzo; 
valley	govha; 
valuable	-tsha mutengo; 
valuation	u ṱoḓisisa;  u anganya;  u sedza ndeme;  u vheya mutengo wa tshithu; 
value	ndeme; 
valued	ndeme; 
values	mikhwa ya vhuḓifari; 
van	veni; 
variation	phambano;  zwo fhambanaho; 
varied	 shandukiswaho;  ṱanganyiswaho;  ṱangananaho; fhambananaho; sa faniho; 
varies	fhambana; 
variety	tshakha;  fhambananaho;  tshakatshaka; 
various	 tshakatshaka; fhambanaho; sa faniho; 
vary	fhambana; shanduwa; 
varying	 shanduwaho; fhambanaho; sa faniho; 
vat	vethe; 
vehicle	 tshiendisi; tshiendedzi; 
vehicles	zwiendisi;  zwiendedzi; 
venture	thoma; 
ventures	thoma; 
venue	mudavhi; 
venues	midavhi; 
verification	khwaṱhisedzo; 
verify	khwaṱhisedza; 
version	lushaka;  iṅwe nḓila;  tshivhumbeo; 
very	 zwihulu;  nga maanḓa; vhukuma; 
vessel	 mudzio;  lueledzi;  lutsinga; tshikepe; 
vested	u ṋewa pfanelo ya mulayo;  hweswa maanḓa; 
veterans	 muthu o shumaho kale;  ḽiswole ḽo shumaho kale; mazhakanḓila; 
via	nga;  fhira nga; 
viability	khonadzeo; 
viable	bvelela;  konadzea; 
vibrant	 nzhenzhema; takala; 
vice	tshimanyi;  vaisi; 
vice-chairperson	mufarisa;  muthusa; tshanḓa tsha mudzulatshidulo; 
victim	mupondwa; 
victims	vhapondwa; 
victor	mukundi;  o kundaho; 
victory	gundo; 
video	 u dzhia vidio; vidio; 
videos	 dzhia vidio; vidio; 
view	mbonalo; 
viewed	mbonalo; 
viewing	mbonalo; 
views	mihumbulo; 
village	muḓi; 
villages	mivhundu;  miḓi; 
violation	u pfuka ndaela;  vhupfukamulayo; 
violations	pfuka ndaela;  vhupfukamulayo; 
violence	nndwa;  khakhathi; 
violent	maanḓa; 
virtual	tshiedziswa tsha kholekhole; 
virtually	lugaho;  vhugala; 
virtue	vhuthu;  luga; 
visible	vhonalaho; 
vision	bono; 
visionary	 muporofita; bono; 
visit	dalela; 
visited	dalela; 
visiting	 dalela;  ṱola; 
visitor	mueni; 
visitors	vhaeni; 
visits	madalo; 
visual	vhonalaho;  tsha u vhona; 
visually	vhonalaho;  zwi vhonwaho; 
vital	 maanḓa;  tshine muthu a si tshile a si natsho; ndeme; 
voice	 ipfi;  muhumbulo; amba; 
voices	maipfi; 
void	 hu si na tshithu; tshi re fhedzi; 
volatility	tshi songo khwaṱhaho;  tshi fhelaho nḓilani; 
voluntarily	nga u tou funa; 
voluntary	nga u tou funa; 
volunteer	maḓilonga; 
volunteers	madilonga; maḓilonga; 
vote	khetho;  vouta; 
voted	khetho;  vouta; 
voter	mukhethi;  muvouthi; 
voters	vhakhethi;  vhavouthi; 
votes	khetho;  vouta; 
voting	u voutha;  u vouta; 
vulnerability	sa kona u ḓipilela; 
vulnerable	-sa koni u ḓitsireledza; 
wage	muholo; 
wages	 malamba; muholo; 
waiting	imela;  lindela; 
walk	tshimbila;  enda;  mutshimbili;  zwanyuka; lepalepa;  hwenya; 
walks	tshimbila;  enda;  zwanyuka; lepalepa;  hwenya; 
wall	luvhondo; 
walls	mbondo; 
want	ṱhoḓea; 
wanted	ṱhoḓea; 
wants	 ṱoḓa;  ṱhoḓea; funa; 
war	nndwa; 
ward	wadi; 
wards	wadi; 
warm	-dudelaho;  hu a dudela; 
warmth	vhududo; 
warning	ngeletshedzo; 
warrant	thendelo;  khwaṱhisedzo;  ṱhanziela; 
warrants	tendela; 
wars	nndwa; 
was	 ndi; tshi; 
waste	malaṱwa; 
watch	watshi; 
water	sheledza;  -nwisa;  -sheledza;  maḓi; 
waters	sheledza;  maḓi; madi;  nwisa; 
wax	makunzwu; 
way	 nḓila;  mulila; kuitele;  matshilele; 
ways	maitele;  milila;  nḓila;  matshilele; 
we	ra;  riṋe; ri;  ro; 
we've	ro; 
weakness	vhuṱudzeṱudze;  U fhela maanḓa; 
weaknesses	vhuṱudzeṱudze;  fhela maanḓa; 
wealth	lupfumo; 
weapon	tshihali; 
weapons	zwihali; 
weather	mutsho;  Vhuimo ha mutsho; 
web	lubuvhi; 
websites	lubuvhisia; webusaithi; 
week	vhege; 
week-long	vhege yoṱhe; 
weekend	mafhelo a vhege; 
weeks	vhege; 
weight	tshileme;  kala; 
welcome	ṱanganedza; 
welcomed	ṱanganedzwa; 
welcomes	ṱanganedza; 
welcoming	ṱanganedzaho; 
welfare	vhulondoli; 
well	bidzi; 
well-being	mutakalo; 
well-known	 tshi re na phungo; bvumo;  ḓivheaho; 
wellbeing	mutakalo; 
went	ya;  tshimbila;  ṱuwa; 
were	ri; 
west	 ya vhukovhela; vhukovhela; 
western	vhukovhela; 
wetland	matzhava; 
wetlands	matzhava; 
what	 vha;  mini; ya; tshifhiyo;  dza;  -nzani; zwifhiyo; 
what's	 zwikene; tshikene;  mukene; 
whatever	zwiṅwe na zwiṅwe;  tshiṅwe na tshiṅwe; 
whatsoever	zwiṅwe na zwiṅwe;  tshiṅwe na tshiṅwe; 
when	musi;  ya ri;  lini;  zwiḽa;  ho ri;  misi;  ha ri musi;  -ri; 
whenever	nga misi ha; 
where	ngafhi; 
whereas	 matsiko;  nga ha; yari; vhunga; 
whereby	heyo nga yone; 
whereupon	yavha; 
wherever	 hoṱhe hoṱhe; ngafhi na ngafhi; 
whether	ufhiyo kha vhavhili;  ingavha; kana; 
which	ya;  dza;  zwifhio;  hezwo;  tshifhio;  hedzo;  dzifhio; ifhio; 
whichever	zwiṅwe na zwiṅwe; 
while	 musi;  tshikhathi; tshifhinganyana;  tshifhinga; ha;  matsiko; yari; 
whilst	 nga tshikhathi; musi;  tshifhinga tshenetsho; 
whip	tshimebi; 
whips	zwimebi; 
white	 yo nakaho; tshena;  zwitshena;  Mutshena;  tshitshena; 
whites	zwitshena;  Vhatshena; 
who	ya; ufhiyo;  tsha;  nnyi;  ha;  vhonnyi;  we; 
whole	-oṱhe; 
wholesale	holosela; 
wholly	zwoṱhe nga tshithihi; 
whom	nnyi; 
whose	 ya nnyi; yawe; 
why	 nga mini; ngani; 
wide	aṱama; 
widely	 angalala;  ṱanḓavhuwa;  vhuphara; anzela; 
wider	aṱama; 
widespread	phaḓalala; 
wife	mufumakadzi;  musadzi; 
wild	zwa ḓaka;  tshi songo ḽeraho; 
wildlife	phukha dza ḓaka; 
will	 luṅwalo lwa mufu;  lutamo;  vhuthu; lufuno;  vhulenda;  ḓo; 
willing	tama;  funa; 
willingness	 lutamo; lufuno; 
win	gundo; 
wind	muya; 
winding-up	mvuledzo;  tandedza; khunyeledzo;  wainda; 
wine	 veini; waini; 
winner	mukundi; 
winners	vhafhenyi; vhakundi; 
winning	 gundo;  fhenya;  wina; kunda; 
winter	 vhuria; vhuriha; 
wisdom	vhuṱali; 
wish	 tshiṱuvho; funa;  tama; 
wishes	lutamo; 
wishing	tamela; 
with	 nga;  na nga; na; 
withdraw	u bvisa tshelede; 
withdrawal	 u bvisa; kokodza;  vhuisa;  u humela murahu ; 
withdrawn	bvisa tshelede; 
within	nga ngomu;  ngomu ha; 
without	nga nnḓa ha;  si na;  nnḓa ha; 
witness	ṱhanzi; 
witnessed	ṱhanzi; 
witnesses	ṱhanzi; 
woman	musadzi; 
women	vhafumakadzi; 
women's	zwa vhafumakadzi; 
won	gundo; 
wonderful	nakaho;  zwavhuḓi; 
wood	 khuni; thanda; 
word	ipfi; 
words	maipfi; 
work	 shuma;  u shuma; mushumo; 
worked	 shuma; mushumo; 
worker	mushumi; 
workers	vhashumi; 
workforce	vhashumi; 
working	 shuma; 
workplace	Ḓuvha ḽa Vhashumi; 
works	 mishumo; shuma; 
workshop	tshapo;  nnḓu ya u shuma;  wekishopho; 
workshops	 nnḓu dza u shuma; tshapo;  wekishopho; 
workspace	fhethu ha u shumela; 
world	 ḽifhasi; shango; 
world's	zwa ḽifhasi; 
world-class	maṱhakheni;  zwa nṱhesa; 
worlds	 ḽifhasi; mashango; 
worldwide	tsha ḽifhasi nga vhuphara; 
worrying	dina; ṱhupha;  tswenya;  vhilahedzisa; 
worse	 vhifhaho u fhirisa; vhuṱungu; 
worst	kalulaho;  vhifhaho zwihuluhulu; 
worth	 fanelwa nga; mutengo; 
worthy	fanelwaho nga; 
would	ḓo; 
wound	tshilonda; 
wounds	zwilonda; 
write	ṅwala; 
writer	muṅwali; 
writers	 vhuṅwali; vhaṅwali; 
writers'	vhaṅwali; 
writings	miṅwalo;  zwiṅwalwa; 
written	ṅwala; 
wrong	-khakhea;  -khakheaho; 
wrote	ṅwala; 
xenophobia	khethano nga mirafho; 
