APRIL	DZIVAMISOKO; 
suggestions	swiringanyeto; 
suggests	ringanyeta; 
suitable	 fanela; -fanela; 
suitably	hindlela leyi ringaneleke;  hindlela leyi faneleke; 
sum	nhlayo;  nhlengelo; 
summary	nkomiso; 
summer	ximumu; 
summit	samiti;  nhlonhlorhi; 
summits	tinhlohlorhi;  tinhlohlori; tisamiti;  tinhlengeletano ta varhangeri va mifumo; 
summoned	lerisiwa ku tivonakarisa; 
summons	samanisi; 
sun	dyambu; 
sung	yimbelerile; 
superior	vukhenseki; 
supervisees	valanguteriwa; 
supervision	vulanguteri; 
supervisory	swa vulanguteri; 
supplement	xiengeteri; 
supplementary	-hetisa; 
supplied	nyikile; phakerile; 
supplier	muphakeri; 
suppliers	vaphakeri; 
supplies	xilo; 
supply	mpahla;  nkavelo;  phakela;  avela; 
support	seketela;  hlayisa;  -seketela;  xiphandze; 
supported	seketeriweke;  seketeleke;  seketerile; 
supporting	hlayisa;  seketelaka; 
supportive	swo seketela; 
supports	seketela;  nseketelo;  hlayisa; 
supposed	fanerile ku va; 
supreme	wa le henhla; 
sure	tiyile; 
surely	hindlela leyi tiyeke;  hindlela leyi tiyisisiweke; 
surface	rivala;  vuandlalo;  papama;  henhla ka rivala; 
surplus	nsalo; 
surrender	khonza; 
surrounding	laha kusuhi;  leswi rhendzeleke; 
surveillance	vuhlori; 
survey	ndzavisiso; 
surveyors	vavalangi; 
surveys	mivalango; 
survival	ku hanya;  ku pona; 
survive	hanya;  -pona;  ku hanya; 
surviving	hanya;  hanyaka; 
suspect	ehleketelela; 
suspected	ehleketelerile; 
suspects	ehleketelela; 
suspend	ku hayeka; 
suspended	yimisiwile;  hayekiwile; 
suspension	swilavi;  nonokiso;  sasipenxini;  ku yimisa;  papamala; 
suspensions	swilavi; hayeko;  swihayekiwa;  yimiso; 
sustain	hlayisa; 
sustainability	nkoteko wa ku yisa emahlweni; 
sustainable	ku yiseka emahlweni; 
sustained	hlayisile; 
sustaining	kumekeke; 
swear	hlambanya;  rhukana; 
swearing	hlambanya;  rhukana; 
switch	tima;  swichi; 
sworn	hlambanyiwile; rhukaniwile; 
symbol	mfungho; 
symbolic	xa vuyimeri;  xa mfungho; 
symbolically	hindlela yo fungha;  hindlela yo yimela; 
symbolises	yimela;  fungha; 
symbolism	vuyimeri; 
symbols	mifungho; 
symposium	simphoziyamu; 
symptom	nkombeto; 
symptoms	swikombo; 
system	sisiteme;  ndlele; 
systematic	-hi ndlela; 
systematically	hi ndlela; 
systemic	swa sisiteme; 
systems	maendlelo;  tisisiteme; 
table	tafula;  nxaxamelo; 
tabled	andlariweke;  xaxametiweke; 
tables	xaxameta; mixaxamelo; 
tabling	ku andlala; 
tabs	mifungho; 
tackle	maka;  xiphikuli; 
tags	mifungho; 
take	teka; 
taken	tekile;  tekiwile; 
takeover	ku teka vulawuri; ku xava; 
takes	teka; 
taking	tekaka; 
tale	ntsheketo; 
talent	nyiko;  talenta; 
talented	ku va na talenta; 
talents	tinyiko;  titalenta; 
tales	mitsheketo; 
talk	vulavula; 
talking	vulavulaka; 
talks	vulavula; 
tall	ku leha; 
tangible	swo khomeka;  swa xiviri; 
tap	pompi;  gogosa;  thepe; 
tape	thepe; 
targeted	pakanisiweke; 
targeting	pakanisa; 
targets	 mipakanisi; timpakani; 
tariff	hakelo; 
tariffs	tihakelo; 
task	ntirho; 
tasked	nyikile ntirho; 
tasks	mitirho; 
taught	dyondzisile; 
tax	ndzuvo; 
taxable	lexi barisiwaka; 
taxation	ndzuviso; 
taxed	barisiweke; 
taxes	swibalo; 
taxi	thekisi; 
taxpayer	muhakeri wa xibalo; 
taxpayers	vahakeri ba xibalo; 
teach	dyondzisa; 
teacher	mudyondzisi; 
teachers	vadyondzisi; 
teaching	ku dyondzisa; 
team	xipanu; 
teams	swipanu; 
teaser	swivutiso swo kanganyisa; muvungunyi; 
technical	-thekiniki; 
technician	mutirhi wa swa vuthekiniki; 
technicians	vatirhi va swa vuthekiniki; 
technique	endlelo;  maendlelo; 
techniques	maendlelo; 
technological	swa thekinoloji; 
technologies	tithekinoloji; 
technology	thekinoloji; 
telecommunication	swa tiqingho; 
telecommunications	vutihlanganisi; 
telephone	riqingho;  riqingo;  fona;  thelefoni; 
television	thelevhixini; 
tell	byela; 
telling	byelaka; 
tells	byela; 
temporarily	swa nkarhinyana; 
temporary	nkarhinyana;  -nkarhinyana; 
ten	khume; 
tend	tala;  tshamela; 
tender	ku nyika; 
tendered	yisile; 
tenders	tithendara; 
tension	ku hiseka;  ku tika;  matiyelo; 
tenure	nkarhi wo khoma ntirho;  nkarhi wo khoma hofisi; 
term	kotara;  marulele; 
terminate	herisa; 
terminated	herisile; 
termination	ku herisiwa; 
terminology	marito; 
terms	swipimelo;  tikotara; 
terrestrial	(xo) hanya emisaveni; 
territorial	swa le ndhawini ya vutifumi; 
territories	tindhawu ta vulawuri; 
territory	tiko; 
terrorism	vutherorisi; 
terrorist	therorisi; 
tertiary	swa mpimo wa le henhla; 
test	kambela;  xikambelwana;  nkambelo; 
tested	kamberiwile;  kamberiweke;  kamberile; 
testimony	vumbhoni; 
testing	kambela; 
tests	kambela;  swikambelo;  swikambelwana; 
text	timhaka;  ndzima; 
than	ku tlula; 
thank	khensa; 
thanks	ndza khensa;  ha khensa; 
that	leswaku;  swoleswo;  sweswo; 
that's	hi leswaku; 
theater	thiyetara; 
theatres	tithiyetara; 
theft	vukhamba;  vukamba; 
their	xa vona;  swa vona; 
them	vona; 
theme	nkongomelo;  xinsin'wana xo suma; 
themes	mikongomelo; 
themselves	hi voxe;  vona vini; 
then	kutani; 
theory	hlavutelo bya vuyimbeleri; 
therapy	vutshunguri; 
there	lahaya; 
thereafter	endzhaku ka swona; 
thereby	hindlela yaleyo;  hikwalaho ka sweswo; 
therefore	hikokwalaho; 
therein	eka ndhawu ya yaleyo;  eka tsalwa rolero; 
thereof	eka leswa ha ku vuriwaka; 
thereon	leswi landzelaka leswa ha ku vuriwaka; 
thereto	 eka sweswo; eka ndhawu yaleyo; 
thereupon	xikan'wekan'we endzhaku ka sweswo; 
therewith	hi leswa ha ku vuriwaka; 
these	leswi;  leti; 
they	vona;  tona; 
thing	xilo; 
things	swilo; 
think	anakanya; 
thinking	ehleketaka; 
third	nharhu;  xa nharhu; 
thirdly	xavunharhu; 
thirds	vaxanharhu; 
thirty	makumenharhu; 
this	lexi; 
thorough	-hetiseka; 
those	lavaya;  leswiya; 
though	hambi; 
thought	mianakanyo; 
thoughts	miehleketo; 
thousand	gidi; 
thousands	magidi; 
threat	nchaviso;  nxungeto; 
threaten	chavisa;  -chavisa; 
threatened	chavisile; xungetile; 
threats	michaviso; mixungeto; 
three	nharhu; 
three-day	xa masiku manharhu; 
three-year	xa malembe manharhu; 
threshold	nseketelo wa minimamu; 
thriving	lexi fambaka kahle na ku kula; 
through	hulela; 
throughout	ku suka emasungulweni ku fika emakumu; hinkwakonkwako; 
thus	hikokwalaho; 
ticket	thikithi; 
ticketing	nyika thikithi; 
tickets	mathikithi; 
tie	xibohwana; 
tiers	mikhetekanyo;  mitlhandlamano; 
ties	vuxaka;  ndzingano; 
till	ku fikela loko; 
time	nkarhi;  mejara; 
timeframes	mikarhi leyi vekiweke; 
timely	hi nkarhi; 
times	andzisa; 
tirelessly	handle ko karhala; 
title	nhloko; 
titled	leyi thyiweke; 
titles	vito ra buku; 
to	ku ya; 
tobacco	fole; 
today	namuntlha; 
together	swin'we; 
toilet	xihambukelo; 
toilets	swihambukelo; 
told	byeriwile; 
tolerance	ntiyiselo; 
tomorrow	mundzuku; 
ton	thani; 
tonight	madyambu ya namuntlha; 
tonnage	xithani; 
tons	tithani; 
too	na swona; 
took	tekile; 
tool	xitirho; 
toolkit	khiti ya switirho; ntshevele; 
tools	switirho; 
top	henhla;  ehenhla; 
topic	nhlokomhaka; 
topics	tinhlokomhaka; 
total	ntsengo; 
totalled	fikelerile ntsengo hinkwawp; 
touch	nkhomo; 
tough	tika; 
tour	pfhumba; 
touring	teka rendzo; 
tourism	vupfhumba; 
tourist	vafambi; 
tourists	vapfhumba; 
tournament	mphikizano wo humesana; thonamente; 
tournaments	tithonamente; 
tours	mapfhumba; 
toward	ku ya eka; 
towards	ku ya eka; 
town	doroba; 
towns	madoroba; 
township	lokhexini; 
townships	malokhixi; 
toy	xitlango; 
trace	landzelerisa;  thireyisa; 
track	mpfutla; 
trade	ntirho;  bindzu;  bindzurisa; 
trading	mitirho;  bindzurisa; vubindzurisi; 
tradition	ndhavuko;  mikhuva-ntolovelo; 
traditional	-xikhale;  -ndhavuko; 
traditionally	 himukhuva; hi ntolovelo; 
traditions	mikhuva; midavuko; 
traffic	-famba magondzweni;  swifambo leswi nga ku fambeni; 
trafficking	ngungumerisa; vungungumerisi; 
tragedy	mhangu;  ntlangu wa mahlomulo; 
tragic	xa khombo;  xa nhlomulo; 
train	xitimela;  toloveta; 
trained	tolovetiwile;  leteriwile; leteriwile; 
training	ku toloveta; 
trajectory	ndlela; 
transaction	nxavelano; 
transactions	mixaviselano; 
transfer	hundzisela;  kopisa;  ku rhurhisa;  rhurhisa; 
transferred	hundziseriweke;  hundzisile;  rhurhile; rhurhisile; 
transferring	hundzisela;  hundzisa;  rhurhisa; 
transfers	hundzisela; leswi hundzisiwaka;  rhurhisa;  leswi hundziseriwaka; 
transform	cinca;  hundzula; 
transformation	ncinco;  hundzuluko; 
transformed	cincile;  hundzurile; 
transforming	cincaka; hundzuriwaka; 
transition	ncinco;  vucincela-khiyi; 
transitional	lexi cincaka; 
translate	hundzuluxa; 
translated	hundzuluxile; 
translation	muhundzuluxo; 
translator	muhundzuluxeri; 
translators	vahundzuluxeri; 
transmission	ntluleto;  ku fambisa;  ku hundzisa; 
transmit	hundzisa;  haxa;  hangalasa; 
transmitted	hangalasile;  hundzisile;  haxile; 
transparent	vonikela; 
transport	vufambisi;  vutleketli;  tleketla; 
transportation	ntleketlo; 
travel	endza; 
travelled	fambile; 
travelling	fambaka; 
treasure	hlayisa tanihi hi nchumu wa nkoka;  gonga; 
treasures	rifuwo; 
treasuries	mikwama ya timali;  ndhawu yo hlayisa rifuwo; 
treasury	nkwama wa timali ta tiko; 
treasury's	swa nkwama wa timali ta tiko; 
treat	tshungula; 
treated	tshungurile;  khomile; 
treaties	mitwanano; 
treatment	vutshunguri;  ntshungulo; 
treaty	ntwanano; 
tree	murhi; 
trees	mirhi; 
trend	fambelo; mbhulu; 
trends	mukhuva; mimbhulu;  mafambelo; 
trial	ku senga; 
trials	tenga; 
tribunal	huvo; 
tribunals	tihuvo; 
tribute	nhlonipho; 
tried	ringetiwile;  tengisiwile; 
triple	hi kanharhu; 
triumph	humelela; 
trophy	khapu;  risiva; 
troupe	ntlawa wa vacini; 
truly	hi ntiyiso; 
trust	tshemba; 
trustee	 mufambisi wa thirasiti; xirho xa thirasiti; 
trustees	vafambisi va thirasiti;  swirho swa thirasiti; 
trusts	tshemba;  thirasiti; 
truth	ntiyiso; 
try	ringeta; 
trying	lexi nga kondzelelekiki; xo karhata; 
turfs	timbala; 
turn	hundzuluka;  jika; 
turnaround	hundzuluka;  ku cinca ku suka eka ku lahlekeriwa ku ya eka mpindzulo;  nkarhi lowu tekiwaka ku endla swo karhi; 
turned	hundzulukile;  jikile; 
turning	mpetso; 
turnover	mpimo wa ku famba na ku thoriwa ka vatirhi; 
twelve	khumembirhi; 
twentieth	xa vumakumembirhi; 
twenty	makumembiri; 
twice	hi kambirhi; 
twitter	thwitara; 
two	mbirhi; 
two-day	xa masiku mambirhi; 
two-thirds	swa mbirhixanharhu; 
type	rixaka;  thayipa; 
types	mixaka;  thayipa; 
typically	xa muxaka lowu;  xa swihlawulekisi swo karhi; 
ultimate	heteleleni; 
ultimately	emakumu;  ekuheteleleni; 
unable	ku nga koti; 
unacceptable	a swi amukeleki; 
unanimous	hi matlhelo hinkwawo; 
unauthorised	lexi nga pfumeleriwangiki; 
uncertainty	 ku kanakana; ku hlayisa; 
unconstitutional	leswi lwisanaka na vumbiwa; 
under	ehansi ka; 
underdevelopment	ku nga hluvukangi; nhluvuko wa le hansi; 
undergo	endla; 
underlying	-masungulo; 
undermine	sola;  tekela ehansi; 
underpin	seketela; 
understand	ku twisisa; 
understanding	-twisisa; 
understood	twisisile; 
undertake	endla;  tiboha; 
undertaken	endlile;  tibohile; 
undertaking	vutiboheleri; 
undertook	endlile;  tibohile; 
underwater	ehansi ka mati; loni ya nkoka wa mpimo wa le henhla; 
underway	sungurile; endlekeni; 
undue	leswi nga fanelangiki; 
unemployed	loyi a nga tirhiki; ku nga thoriwangi; 
unemployment	-pfumala ntirho; 
unfair	a swi kahle; 
unfortunately	khombo ra kona; 
unhappy	ku nga tsakangi; 
unified	hlanganisile; 
uniform	yunifomo;  -fana; 
unify	hlanganisa; 
union	nhlengelo;  nhlangano wa mimfumo; 
unions	mihlangano;  mihlangano; 
unique	-fana xoxe; 
unit	vun'we;  yuniti; 
unitary	vun'we; 
unite	hlanganisa;  -hlanganisa; 
united	hlangene; 
units	vun'we;  tiyuniti; 
unity	vun'we; 
universal	swa misava hinkwayo;  swa vanhu hinkwavo; 
universe	nhlangano wa swilo leswi vumbiweke; 
universities	tiyunivhesiti; 
university	yunivhesiti; 
unknown	ku nga tiveki; 
unlawful	leswi nga riki nawini; 
unleash	humesa;  tshunxa; 
unless	handle ka loko; 
unlike	 a swi fani; ku nga fani; 
unlikely	hindlela leyi nga tolovelekangiki; 
unnecessary	leswi nga lavekiki; 
unprecedented	leswi nga si tshamaka swi va kona; 
unqualified	lexi nga riki na swihoxo; 
unreasonable	lexi nga tivikaniki; 
unregistered	lexi nga tsarisiwangiki; 
unsafe	lexi nga hlayisekangiki; 
until	ku fikela loko; 
untold	leswi nga runguriwangiki; leswi nga vuriwangiki; 
unusual	ku nga tolovelekangi; 
unveil	pfula; 
unveiled	pfuriweke; 
unveiling	ku pfuriwa; 
up	henhla; 
upcoming	leswi taka; 
update	pfuxeta;  vuxokoxoko lebyintshwa; 
updated	pfuxetiweke; 
updates	vuxokoxoko lebyintshwa, pfuxeta; 
upgrade	antswisa; 
upgraded	antswisile; 
upgrades	antswisa; miantswiso; 
upgrading	ku antswisiwa;  antswisaka; 
uphold	khomelela; 
uploading	apuloda; 
upon	ehenhla ka swona; 
urban	-doroba;  -xilungwini;  -dorobeni; 
urge	nsusumeto; 
urged	susumetile; 
urgency	xihatla; 
urgent	swa xihatla; 
urgently	hi ku hatlisa; 
urges	misusumeto; 
us	hina; 
usage	matirhiselo; 
use	tirhisa;  ntirho wa xikero;  ntirho wa neleta; 
used	tirhisile; 
useful	swo pfuna, swo tirha, swo tirhiseka; 
user	mutirhisi; 
users	vatirhisi; 
uses	tirhisa;  mitirho; 
using	tirhisa; 
utilisation	matirhiselo; 
utilise	tirhisa; 
utilised	tirhisile; 
vacancies	swivandla swa mitirho; 
vacancy	xivandla; 
vacant	xivandla xo pfuleka; 
valid	nkoka; 
validity	 ntiyisiso; vutirhiseki; 
valley	nkova; 
valuable	xa nkoka; 
valuation	ku pima nkoka; 
value	nkoka; 
valued	nyikiwile nkoka; 
values	mikhuva; 
van	vhene;  xibebe; 
variation	hambanyiso; 
varied	hambanile;  hambanisiwile; 
varies	hambana; 
variety	mihlovo-hlovo;  mihlovohlovo; 
various	hambanahambana; 
vary	hambanisa; 
varying	hambana; 
vast	nkulu;  nkulukumba; 
vat	vhete; xibalo xa nkoka lowu engeteriweke; 
vehicle	xifamba-hi-xona;  xo famba;  movha; 
vehicles	swipandzamananga; 
vendor	muxavisi;  muxavisi; n'waximawusa; 
venture	ringeta; 
ventures	miringeto; 
venue	ndhawu; 
venues	tindhawu; 
verification	ntiyisiso; 
verify	tiyisisa; 
version	nkandziyiso; 
very	swinene; 
vessel	xikepe;  xindledyana xa ngati;  xikhoma-swihalaki;  nsiha; 
vested	vekisiweke; 
veterans	 khale ka masocha; khale ka swimunhuhatwa swo karhi; 
via	hi le; 
viability	nkoteko; 
viable	koteka; 
vibrant	tala nkhinkhi;  tala matimba na vutomi;  tala nyanyuko; 
vice	vhayisi;  ximanyo; 
vice-chairperson	xandla xa mutshamaxitulu; 
victim	muxanisiwa; 
victims	vaxanisiwa; 
victor	muhluri; 
victory	ku hlula; 
video	vhidiyo; 
videos	tivhidiyo; 
view	mbono; 
viewed	vonile; 
viewing	hlalerile; 
views	mavonelo; 
village	muti; 
villages	mitirho; 
violation	ntlulo wa nawu; 
violations	onha; 
violence	madzolonga;  vukari; 
violent	swa madzolonga; 
virtual	xipfampfarhutwa; 
virtually	wonge;  leswi langutekaka ku fana na; 
virtue	hikwalaho ka; 
visa	mpfumelelo wo nghena/huma etikweni;  vhisa; 
visible	xo vonaka; 
vision	xivono; 
visionary	 loyi a nga na xivono; n'wamilorho; loyi a vonaka leswa ha taka; 
visit	endza; 
visited	enderile; 
visiting	endzela; 
visitor	muendzi; 
visitors	vaendzi; 
visits	endzela; 
visual	-voniwa; 
visually	hi ku vona; 
vital	xo laveka swonghasi; 
vocational	-ntirho; 
voice	rito; 
voices	marito; 
void	hava nchumu; 
volatility	ntsekantseko; 
volume	vundzeni;  vholumo;  vholumu; 
voluntarily	hi ku swi rhandza; hi ku swi tshunxekela; 
voluntary	ku swi tshunxekela; ku swi rhandza; 
volunteer	mutinyiketi; 
volunteers	vatinyikeli; 
vote	hlawula;  vhoti;  vhota; 
voted	hlawurile; vhotile;  vhotiweke; 
voter	muhlawuli; 
voters	vavhoti;  vakheti; 
votes	hlawula;  tivhoti;  vhota; 
voting	ku hlawula; 
vulnerability	ku nga sirhelelekangi;  ku va enxungetweni; 
vulnerable	ku pfumala vusirhelelo; 
wage	muholo; 
wages	miholo; 
waiting	yimela;  rindzela; 
walk	-famba; 
walks	famba; 
wall	khumbi; 
walls	makhumbi; 
want	lava; 
wanted	lavile; 
wants	laviwaka; 
war	nyimpi; 
wards	tiwadi; 
warm	kufumela;  xo kufumela;  -kufumela;  ku kufumela; 
warmth	nkufumelo; 
warning	xitsundzuxo; 
warrant	mpfumelelo;  xitiyisiso; 
warrants	pfumelela;  tiyisisa; 
wars	tinyimpi; 
was	a ri; 
waste	thyaka; 
watch	wachi; 
water	mati;  cheleta;  nwisa; 
waters	mati;  cheleta; 
wax	mhula; 
way	ndlela; 
ways	tindlela; 
we	hina; 
we've	hi vile; 
weak	xo kala matimba; 
weakness	ku tsandzeka;  ku hela matimba; 
weaknesses	ku tsana;  ku tsandzeka;  ku hluleka; 
wealth	rifuwo; 
weapon	tlhari;  xitlhavani; 
weapons	matlhari;  switlhavani; 
weather	maxelo; 
web	pume;  ritsandze; 
website	webusayiti; 
websites	tiwebusayiti; 
week	vhiki; 
week-long	xo leha vhiki; vhiki hinkwarho; 
weekend	ku hela ka vhiki; 
weeks	mavhiki; 
weight	mpimo;  ntiko;  masa;  tikisa; 
welcome	ha mi amukela; 
welcomed	amukerile; 
welcomes	amukela; 
welcoming	amukelaka; 
welfare	nhlayiso; 
well	xihlovo;  pitsi; 
well-being	-hanye kahle; 
well-known	tiveka; 
wellbeing	rihanyu;  ntshamiseko; 
went	yile;  fambile; 
were	va ri; 
west	 vupeladyambu; tlhelo ra vupela-dyambu;  vupela-dyambu; 
western	xa le vupeladyambu; 
wetland	xibodhlo; 
wetlands	xibawa; 
what	yini; 
what's	i yini; 
whatever	xihi kumbe xihi; 
whatsoever	xihi kumbe xihi; 
when	loko;  rini; 
whenever	nkarhi wihi kumbe wihi; 
where	laha;  kwihi; 
whereas	hambileswi; 
whereby	laha hi xona; 
whereupon	laha xikan'wekan'we endzhaku ka xona; 
wherever	kwihi kumbe wihi; 
whether	loko;  hambi; 
which	wihi;  xihi;  vahi;  swihi;  tihi; 
whichever	swihi kumbe swihi;  xihi kumbe xihi; 
while	loko; 
whilst	loko; 
whip	ximoko; 
whips	swimoko; 
white	basa; 
whites	valungu;  lavo basa; 
who	mani; 
whole	hinkwaxo; 
wholesale	hinkwaswo;  holisele;  angarhela; 
wholly	hinkwaswo ka swona; 
whom	loyi; 
whose	swa loyi; 
why	hikwalaho ka yini; 
wide	anama; 
widely	hinkwakonkwako; 
wider	anama; 
widespread	hinkwawo;  swi hangalakile; 
wife	nsati;  nghamu; 
wild	xa nhova; 
wildlife	swiharhi?; 
will	ta;  hiseko;  papila ra ndzhaka; 
willing	hiseka; 
willingness	hiseko; 
win	hlula; 
wind	moya; 
winding-up	jikajika;  songasonga; 
window	fasitere;  fesitere; 
wine	wayeni; 
winner	nghwazi;  muhluri; 
winners	tinghwazi;  vahluri; 
winning	hlula; 
winter	vuxika;  xixika; 
wisdom	vutlhari; 
wish	navela; 
wishes	navela; 
wishing	navelaka; 
with	na;  hi; 
withdraw	ntshetsha; 
withdrawal	ku tshika; 
withdrawn	kutsurile; 
within	 ku nga si hela; endzeni ka; 
without	 ku ri hava; ku nga ri na; 
witness	mbhoni; 
witnessed	ku va mbhoni; 
witnesses	timbhoni; 
woman	wansati; 
women	vavasati; 
women's	xa wansati; 
won	hlurile; 
wonderful	swi xongile swonghasi;  swi sasekile swinene; 
wood	tihunyi;  mhandze;  rihunyi;  xihlahla; 
word	rito; 
words	marito; 
work	ntirho;  tirha; 
worked	tirhile; 
worker	mutirhi; 
workers	vatirhi; 
workforce	vatirhi; 
working	swa tirha;  ku tirha; 
workplace	ndhawu ya ntirho; 
works	mitirho;  -tirha; 
workshop	chapu; 
workshops	miletelovutivi; 
workspace	ndhawu ya ntirho; 
world	misava hinkwayo; 
world's	swa misava; 
world-class	xa kahle swinene emisaveni hinkwayo; 
worlds	ntlawa wa matiko ya misava;  swiphemu swa misava; 
worldwide	misava angarhelo; 
worrying	vilerisa;  swa vilerisa;  vilerisaka; 
worse	xi bihile swinene; 
worst	xi bihile ku tlula mpimo; 
worth	 swa fanela; xi na nkoka wa;  xi faneriwa hi; 
worthy	swa fanela ku; 
would	ta; 
wound	tlhava;  mbanga;  vavisa; 
wounds	vavisa;  timbanga;  swilondza; 
write	tsala; 
writer	mutsari; 
writers	vatsari; 
writers'	xa vatsari; 
writing	ntivo-matsalele; 
writings	leswi tsariweke; 
written	tsariweke; 
wrong	 hoxeko; -hoxa; 
wrote	tsarile; 
xenophobia	rivengo ra vahlapfa; 
xenophobic	ku va na rivengo ra vahlapfa; 
year	lembe; 
year's	ya lembe; 
year-on-year	malembe hi ku landzelelana; 
years	malembe; 
yes	ina; 
yesterday	tolo; 
yet	hambi; 
yield	nyika;  humesa;  tswala; 
yields	nyika;  humesa;  tswala; 
you	wena;  n'wina; 
young	n'wana; 
younger	muntshwa; 
your	 xa wena; xa n'wina; 
youth	vuntshwa;  muntshwa; 
