ABET	Imfundvo yalabadzala; I-ABET; 
wholesale	ihholiseyi; kutsengisa ngebunyenti; 
wholly	ngalokuphelele; 
whom	bani; 
whose	kwabani; 
why	leni; 
wide	banti; 
widely	ngalokubanti; 
wider	bantana; 
widespread	kwandza yonkhe indzawo; 
wife	umfati; 
wild	singanga; kungalawuleki; 
will	kuvuma;  incwadzi yekwaba lifa; 
willing	kuvuma; 
willingness	kuvuma; 
win	ncoba; 
wind	umoya; 
winding-up	kuphetsa; 
window	 lifasitela; lifasitelo; 
wine	iwayini; 
winner	umncobi; 
winners	bancobi; 
winning	kuphumelela;  kuwina; 
winter	busika; 
wisdom	kuhlakanipha;  inhlakanipho; 
wish	 fisa; sifiso; 
wishes	tifiso; 
wishing	kufisa; 
with	na-; 
withdraw	kukhipha imali; 
withdrawal	 kukhipha; kuyekela;  kuphuma; 
withdrawn	kukhipha imali; 
within	ngekhatsi; 
without	ngaphandle kwa-; 
witness	fakazi; 
witnessed	bofakazi; 
witnesses	bofakazi; 
woman	umfati; 
women	bafati; 
women's	kwabomake; 
won	ncoba; 
wonderful	kuhle; 
wood	 lihlatsi; lukhuni; 
word	ligama; 
words	emagama; 
work	 sebenta;  imisebenti yebuciko; umsebenti; 
worked	-sebentile;  sebentile; 
worker	sisebenti; 
workers	tisebenti; 
workforce	basebenti; 
working	 sebenta; kusebenta; 
workplace	emsebentini; 
works	imisebenti;  imisebenti; 
workshops	 imihlanganosikolwa; Emashabhu; 
workspace	indzawo yekusebentela; emasebentini; 
world	umhlaba; 
world's	kwemhlaba; 
world-class	lokuphuma embili emhlabeni; 
worlds	imihlaba; 
worldwide	umhlaba wonkhe; 
worrying	kukhatsateka; 
worse	kubi kakhulu; 
worst	kubi kakhulu kakhulu; 
worth	kuyintfo lenhle;  kunenzuzo; 
worthy	 kunenzuzo; kuhle; 
would	nga-; 
wound	silondza;  limata; 
wounds	tilondza;  limata; 
write	bhala; 
writer	umbhali; 
writers	umbhali; 
writers'	kwebabhali; 
writing	kubhala; 
writings	imibhalo; 
written	 bhalwe-; -bhalile; 
wrong	ngakalungi;  -ngakalungi; 
wrote	bhala; 
xenophobia	kuzonda bachamuki; 
xenophobic	kuzonda bachamuki; 
year	umnyaka; 
year's	kwemnyaka; 
year-on-year	yonkhe iminyaka; 
years	iminyaka; 
yes	yebo; 
yesterday	itolo; 
yet	kantsi;  hhayi manje; 
yield	luphawu lekudedela lodlulako;  vuna; khicita; 
yields	 tivuno; imikhicito; khicita; 
you	wena;  nine; 
young	umntfwana; 
younger	-ncane kakhudlwana; 
your	wakho;  kwakho; 
youth	insha; 
zero	licandza; 
zone	umkhakha wemhlaba; 
zones	tindzawo;  imikhakha; 
