ABET	IABET; 
subsections	amacandelwana; 
subsequent	landelayo; 
subsequently	ngokulandelayo; 
subsidiary	umncedisi; 
subsidies	 iinkxaso; izibonelelo; 
subsidy	inkxaso;  isibonelelo; 
subsistence	ukuphila; 
substance	into; 
substances	izinto; 
substantial	omeleleyo; 
substantially	ngokomeleleyo; 
substantive	usobizo; 
substitute	ilalela;  fakela enye endaweni yenye;  usobizo endaweni; 
substituted	 fakela enye endaweni yenye; ukutshintshanisa; ufakelwe ilalela;  usobizo endaweni; 
substitutes	amalalela;  fakela enye endaweni yenye; ukutshintshanisa;  usobizo endaweni; 
substituting	 fakela enye endaweni yenye; usobizo endaweni; ukutshintshanisa;  ukufaka ilalela; 
substitution	ukufaka umdlali endaweni yomnye; 
succeeded	ngena esikhundleni ebesinomntu; 
success	impumelelo; 
successes	impumelelo; 
successful	-nempumelelo; 
successfully	ngempumelelo; 
succession	ukulandelelana; 
successor	umngeni-zinyaweni; 
such	enjalo; 
suffer	gula; 
suffered	gulayo; 
suffering	ubuhlungu; 
sufficient	 neleyo; aneleyo; 
sufficiently	ngokwaneleyo; 
sugar	iswekile; 
suggest	ukucebisa; 
suggested	ukucebisa; 
suggestion	ingcebiso;  icebiso; 
suggestions	iingcebiso;  amacebiso; 
suggests	ukucebisa; 
suitable	-fanelekileyo; 
suitably	ngokufanelekileyo; 
sum	isibalo; 
summary	isishwankathelo; 
summer	ihlobo; 
summit	 incopho; ingqungquthela; 
summits	incopho;  ingqungquthela; 
summoned	 menywe ngesamani; biziwe; 
summons	isamani; 
sun	ilanga; 
sung	culile; 
superior	-ngentla; 
supervisees	ongamele; 
supervision	ulongamelo; 
supervisory	ukongamela; 
supplement	isihlomelo;  isongezelelo; 
supplied	 ukufumanisa;  ukunika; inkxaso;  ukufumaneka; 
suppliers	abanikezi; 
supplies	ezikhoyo; 
supply	 ukufumanisa;  ukunika; inkxaso;  ukufumaneka; 
support	 isisekelo;  khathalela; ukuxhasa;  xhasa;  sekela; 
supported	 isisekelo;  khathalela; ukuxhasa;  xhasa;  sekela; 
supporting	 isisekelo;  khathalela; ukuxhasa;  xhasa;  sekela; 
supportive	exhasayo; 
supports	 isisekelo;  khathalela; ukuxhasa;  iinkxaso;  sekela; 
supposed	cingile; 
supreme	 eyona yona; phezulu;  owona wona; 
sure	qinisekile;  thembekileyo; 
surely	ngokuqinisekileyo;  ngokuthembekileyo; 
surface	 ukugudisa; umphezulu; 
surplus	 okuseleyo; intsalela; 
surrender	ukuzinikela; 
surrounding	ummandla;  rhanqileyo; ngqongileyo; 
surveillance	ukucupha; 
survey	ukuhlola; 
surveyor	 umvavanyi;  unocanda; umhloli; 
surveyors	 oonocanda;  abavavanyi; abahloli; 
surveys	phonononga; ukuhlola; 
survival	 ukungatshabalali; ukusinda; 
survive	 -phila; ukuphila; 
surviving	 -phila; ukuphila; 
suspect	krokrela; thandabuza;  rhanela; 
suspected	krokrele;  rhanele;  thandabuzile; 
suspects	krokrela; thandabuza;  rhanela; 
suspend	 -misa; ukumisa;  ukuxhoma; 
suspended	 -misa; ukumisa;  ukuxhoma; 
suspension	ukumiswa;  ukutshintshwa;  izixhasi; 
suspensions	ubaziso; ukumiswa;  ukutshintshwa;  umxube wezinto ezinganyibilikanga;  izixhasi; 
sustain	ukugcina; 
sustainability	uzinzo; 
sustainable	-nokuzinza; 
sustained	ukugcina; 
sustaining	ukugcina; 
swear	ukuthuka;  ukufunga; 
swearing	ukuthuka;  ukufunga; 
switch	iqhosha lombane;  ukucofa; 
sworn	fungisiwe; 
symbol	uphawu; 
symbolic	 ngomzekeliso; ngokomqondiso; 
symbolically	 ngomzekeliso; ngomqondiso; 
symbolises	ibonisa;  iqondisa; 
symbolism	ubuqondisi; ukuzekelisa; 
symbols	iimpawu; 
symposium	 ingqungquthela; intlanganiso; 
symptom	 uphawu lwesifo; uphawu;  umqondiso; 
symptoms	uphawu;  imiqondiso;  imiqondiso yesifo; 
system	 isixokelelwano; indlela;  inkqubo; 
systematic	ngendlela; 
systematically	ngeyona ndlela; 
systemic	ngokwenkqubo; 
systems	 isixokelelwano;  iinkqubo; indlela; 
table	 itafile;  uluhlu ngokwemihlathi; isicwangciso;  itheyibhile; 
tabled	 itafile;  uluhlu ngokwemihlathi; isicwangciso;  itheyibhile; 
tables	izicwangciso; iitheyibhile;  iitafile;  izintlu ngokwemihlathi; 
tabling	Ukwandlala; 
tabs	 iimbasa; amaphetshana; 
tackle	ukuhlutha ibhola; 
tags	iilebhile; iintloko zomtya wesihlangu; 
take	thatha; 
taken	thathiwe; 
takeover	ukuthathela kuwe; 
takes	thatha; 
taking	ukuthatha; 
tale	ibali; 
talent	italente;  isiphiwo; 
talented	nesiphiwo; 
talents	italente;  iziphiwo; 
tales	amabali; 
talk	thetha; 
talking	ukuthetha; 
talks	iintetha; 
tall	ende; 
tangible	okubambekayo; 
tap	 ukunkqonkqoza; impompo; 
target	ekujoliswe kuko; 
targeted	ekujoliswe kuko; 
targeting	ekujoliswe kuko; 
targets	ekujoliswe kuko; 
tariff	imali ehlawulelwa inkonzo; 
tariffs	iimali ezihlawulelwa inkonzo; 
task	umsebenzi; 
tasked	umsebenzi; 
tasks	umsebenzi; 
taught	ukufundisa; 
tax	irhafu; 
taxable	erhafiswayo; 
taxation	irhafu;  urhafiso; 
taxed	irhafisiwe; 
taxes	iirhafu; 
taxi	iteksi; 
taxpayer	umrhafi; 
taxpayers	abarhafi; 
teach	ukufundisa; 
teacher	itishala-; 
teachers	iitishala-; 
teaching	ukufundisa; 
team	iqela; 
teams	amaqela; 
teaser	umchwishi;  umqhuli; 
technical	-buchule; 
technician	ingcali ngobugcisa; 
technicians	iingcali ngobugcisa; 
technique	 isakhono; ubuchule; 
techniques	izakhono;  ezobuchule; 
technologies	ubuchwepheshe; 
technology	ubuchwepheshe; 
telecommunication	uthungelwano; 
telecommunications	unxibelelwano ngefowuni; 
telephone	 imfono-mfono; umnxeba; 
television	 umfanekiso kanomathotholo; umabonakude; 
tell	xelela; 
telling	ukuxelela; 
tells	uxela; 
temporarily	okwethutyana; 
temporary	okwexesha; 
ten	ishumi; 
tend	 khwezela; alusa;  londoloza; 
tender	ukunika; 
tendered	ukunika; 
tenders	ukunika; 
tension	umoya;  ukuqina;  ukuxhalaba; 
tenure	 ixesha lengqesho; ixesha lokuba sesikhundleni; 
term	 isigaba sexesha elimiselweyo; igama;  iseshini; 
terminate	ukuphelisa; 
terminated	phelisiwe; 
termination	upheliso; 
terminology	isigama; 
terms	imiqathango; 
terrestrial	asemhlabeni; 
territorial	ezemimandla; 
territories	imimandla; 
territory	ummandla; 
terrorism	ugrogriso; 
terrorist	umgrogrisi; 
tertiary	imfundo ephakamileyo; 
test	 ukuva;  ukuvavanya;  vavanya; uvavanyo; 
tested	iviwe;  ivavanyiwe; 
testimony	ubungqina; 
testing	 ukuva;  ukuvavanya;  vavanya; uvavanyo; 
tests	iimvavanyo;  iimviwo; 
text	itekisi; 
than	 kunawe;  kunam; kunaye; 
thank	enkosi;  umbulelo; 
thanks	imibulelo; 
that	 sona;  loo;  eso;  elo;  yona; ukuba; 
that's	 yinja; ngumntu;  yinkomo; 
the	 isonka;  inkomo; imoto; 
theater	igumbi loqhaqho;  ithiyetha; 
theatres	 ithiyetha; amagumbi oqhaqho; 
theft	 ubusela; ukuba; 
their	 sabo; abo;  yabo;  labo;  zabo; 
them	nabo;  bona; 
theme	umxholo; 
themes	umxholo; ingoma ephinda-phindayo emdlalweni; 
themselves	ngokwabo; 
then	ngako oko; 
therapy	ukunyanga; 
there	kukho; 
thereafter	emva koko; 
thereby	ngako oko; 
therefore	ngoko ke; 
therein	apho; 
thereof	ngenxa yoko; 
thereon	apho; 
thereto	apho; 
thereupon	phezu koko; 
therewith	ngaloo nto; 
these	ezi; 
they	bona; 
thing	into; 
things	izinto; 
think	ukucinga; 
thinking	ukucinga; 
third	isinye esithathwini; 
thirdly	okwesithathu; 
thirds	isinye esithathwini; 
thirty	amashumi amathathu; 
this	 esi;  oku; eli; 
those	abo;  eso;  eziya;  ezo; 
though	nangona; 
thought	ukucinga; 
thoughts	iingcinga; 
thousand	iwaka; 
thousands	 iwaka; amawaka; 
threat	isoyikiso; 
threaten	ukugrogrisa; 
threatened	ukugrogrisa; 
threats	izoyikiso; 
three	 -thathu; isithathu; 
three-day	iintsuku ezintathu; 
three-year	iminyaka emithathu; 
threshold	ubuncinane bomlinganiselo wamanani; 
thriving	 ukuphumelela; ukuqhuba; 
through	yikha; 
throughout	yonke indawo; 
thus	ngako oko; 
ticketing	Ukunika itikiti; 
tickets	iitikiti; 
tie	bambana-manqaku; 
tiers	imiqolo; 
ties	bambana-manqaku; isiqhakamshelo; 
till	lima; 
time	ixesha; 
timeframes	ukwahlulwa kwamaxesha; 
timely	ngexesha; 
times	phindaphinda; 
tirelessly	ngokungadinwa; 
title	igama; 
titled	yesihloko esithi; 
titles	igama; 
to	phambi; 
tobacco	icuba; 
today	namhlanje; 
together	kunye; 
toilet	indlu yangasese; 
toilets	amagumbi angasese;  izindlu zangasese; 
told	xelelwe; 
tolerance	ukunyamezela; 
tomorrow	ngomso; 
ton	itoni; 
tonight	kobu busuku; 
tonnage	ubunzima; 
tons	iitoni; 
too	 naye; kakhulu; 
took	thathile; 
tool	 isixhobo somsebenzi; isixhobo; 
toolkit	ingxowa yezixhobo zokusebenza; 
tools	izixhobo;  isixhobo somsebenzi; 
top	 incopho; umphezulu; 
topic	ingongoma; 
topics	ingongoma; 
total	iyonke; 
totalled	itotali; iyonke; 
touch	ukuphatha; 
tough	nzima;  yomelele; 
tour	 uhambo lokhenketho; ukhenketho; 
touring	ukukhenketha; 
tourism	ukhenketho; 
tourist	umcandi-zwe; 
tourists	umcandi-zwe; abakhenkethi; 
tournament	itumente; 
tournaments	iitumente; 
tours	 uhambo lokhenketho; ukhenketho; 
toward	malunga; 
towards	ukuya; 
town	idolophu; 
towns	idolophu; 
township	ilokishi; 
townships	ilokishi; 
trace	 fumana umkhondo; uphawu;  ukukhuphela;  funa;  ukutreyisa; 
track	 indledlana; umzila; 
trade	 urhwebo; ishishini;  ukurhweba; 
trading	ukurhweba; 
tradition	isithethe;  isiko; 
traditional	 -esithethe; yezithethe; 
traditionally	sithethe;  ngokwemveli; 
traditions	izithethe;  amasiko; 
traffic	izihamba-ndlela; 
trafficking	izihamba-ndlela; uthontelwano lwezithuthi; 
tragedy	isivisa-lusizi; 
tragic	lusizi; 
train	 ukuqhelisa; fundisa;  uloliwe; 
trained	 ukuqhelisa; fundisa;  uloliwe; 
training	 uqheliso; uqeqesho; 
trajectory	indlela yembumbulu okanye into ephoswayo; 
transaction	intengiselwano; 
transactions	iintengiselwano; 
transfer	unikezelo;  ukhuphelo;  ukutshintshela;  ukususwa endaweni usisiwa kwenye;  utshintshelo; 
transferred	unikezelo;  ukhuphelo;  ukutshintshela;  ukususwa endaweni usisiwa kwenye;  utshintshelo; 
transferring	unikezelo;  ukhuphelo;  ukutshintshela;  ukususwa endaweni usisiwa kwenye;  utshintshelo; 
transfers	amakhuphelo;  izitshintshelo;  ukususwa endaweni usisiwa kwenye; izinikezelo; 
transform	guqula; 
transformation	inguqu; 
transformed	guqulwe; 
transforming	ukuguqula; 
transition	 inguqu; utshintsho; 
transitional	inkqubela;  ukugqitha; 
translate	 guqulela; ukuguqula; 
translated	guquliwe; 
translation	inguqulo; 
translator	umguquli; 
translators	umguquli; 
transmission	 ukudlulisela; usasazo;  ukugqithisa umbane; 
transmit	ukuthumela;  dlulisa;  yosulela;  ukugqithisa; 
transmitted	ukuthumela;  dlulisa;  yosulela;  ukugqithisa; 
transparency	ukuba selubala; 
transparent	iyabonisa; 
transport	 ukuthutha; isithuthi;  uthutho; 
transportation	uthutho; 
travel	uhambo;  -hamba; 
travelled	hambile; 
travelling	hamba; 
treasure	indyebo; 
treasures	indyebo; 
treasuries	iindyebo; 
treasury	indyebo; 
treat	 ukunyanga; nyanga; 
treated	 ukunyanga; nyanga; 
treaties	 utyikityo lwesivumelwano soxolo; imvumelwano; 
treatment	unyango;  iyeza; 
treaty	 utyikityo lwesivumelwano soxolo; imvumelwano; 
tree	umthi; 
trees	imithi; 
trend	isiqhelo; 
trends	iziqhelo; 
trial	ukuthetha ityala;  ukuthethwa kwetyala; 
trials	 ukuthethwa kwetyala; izilingwa; 
tribunal	inkundla yomthetho; 
tribunals	inkundla yomthetho; 
tribute	 imbeko; irhafu;  umnikelo; 
tried	zamile; 
triple	ntathu; 
triumph	uloyiso; 
trophy	 indebe; imbasa; 
troupe	iqela labadlali; 
truly	ngokwenene; 
trust	 itrasti; themba; 
trustee	umgcineli; 
trustees	umgcineli; 
trusts	 iitrasti; themba; 
truth	inyaniso; 
try	zamile; 
trying	ukuzama; 
turfs	 isoyi; indlela yomdyarho; 
turn	guqula; 
turnaround	jika; 
turned	jikile; 
turning	imigobo nemidibaniso; 
turnover	ingeniso; 
twelve	ishumi elinambini; 
twentieth	eyamashumi amabini; 
twenty	amashumi amabini; 
twice	kabini; 
twitter	itwitter; 
two	isibini;  -bini; 
two-day	iintsuku ezimbini; 
two-thirds	isibini kwisithathu; 
type	 ukuchwetheza; uhlobo; 
types	iintlobo;  ukuchwetheza; 
typically	ngqo; 
ultimate	OKOKUGQIBELA; 
ultimately	EKUGQIBELENI; 
unable	ANDIKWAZI; 
unacceptable	AYAMKELEKI; 
unanimous	ngazwinye; 
unauthorised	AYIGUNYAZISWANGA; 
uncertainty	UKUNGAQINISEKI; 
under	ngaphantsi; 
underdevelopment	UKUPHUHLA OKUNGANENO; 
undergo	ukwenza; 
underlying	esisiseko; 
undermine	ukweya; 
underpin	phawula; 
understand	qonda; 
understanding	ukuqonda; 
understood	qonda; 
undertake	amkela;  ngcwaba; 
undertaken	 thathile; ngcwatyiwe; 
undertaking	ukwenza; 
undertook	wenze; 
underwater	phantsi kwamanzi; 
underway	ngaphantsi komhlaa; 
undue	ngokungafanelekanga; 
unemployment	ukungasebenzi; 
unfair	NGENABULUNGISA; 
unfortunately	ngelishwa; 
unhappy	awonwabanga;  awuvuyanga; 
unified	manya; 
uniform	 iyunifomu; iyunifom;  -fanayo; 
unify	manya; 
union	 umdibaniso; umanyano;  imanyano;  Umanyano; 
unions	 umdibaniso; umanyano;  imanyano;  Umanyano; 
unique	-yodwa; 
unit	umvo;  iyunithi; 
unitary	isinye; 
unite	dibanisa;  ukumanyana; 
units	imivo; 
unity	umanyano; 
universal	 ukubakho jikelele; jikelele;  wabo bonke; 
universe	indawo yonke; 
universities	 iyunivesithi; idyunivesithi; 
university	 iyunivesithi; idyunivesithi; 
unknown	ayaziwa; 
unlawful	ayikhomthethweni; 
unleash	khulula; 
unless	ngaphandle kokuba; 
unlike	ngokungafaniyo; 
unlikely	ngafanelanga; 
unnecessary	kungafuneki; 
unprecedented	ngafani nezazikhona ngaphambili;  ngenakufaniswa nanto; 
unqualified	ngafanelanga; 
unreasonable	ngamkelekanga; 
unregistered	ngabhaliswanga; 
unsafe	ngakhuselekanga; 
until	kude kube; 
untold	ayithethwanga; 
unusual	ayiqhelekanga; 
unveil	ukutyhila; 
unveiled	tyhilile; 
unveiling	ukutyhila; 
up	phezulu; 
upcoming	okhulayo; 
update	ukuhlaziya; 
updated	hlaziyiwe; 
updates	izihlaziyo; 
upgrade	-phucula; 
upgraded	-phucula; 
upgrades	-phucula; 
upgrading	-phucula; 
uphold	ukugcina; 
uploading	ukukopa; 
upon	kwakhe kwathi; 
urge	ukutshiseka; 
urged	ukutshiseka; 
urgency	ungxamiseko; 
urgently	ngokugxamiseka; 
urges	ukutshiseka; 
us	thina; 
usage	usetyenziso; 
use	 umsebenzi wenaliti; umsebenzi;  sebenzisa; 
used	setyenzisiwe; 
useful	luncedo; 
user	umsebenzisi; 
users	abasebenzisi; 
uses	 umsebenzi wenaliti; ukusetyenziswa kwesikera; umsebenzi;  sebenzisa; 
using	 umsebenzi wenaliti; ukusetyenziswa kwesikera; umsebenzi;  sebenzisa; 
utilisation	usetyenziso; 
utilise	sebenzisa; 
utilised	setyenzisiwe; 
v	V; 
vacancies	 izithuba somsebenzi; izithuba; 
vacancy	 isithuba somsebenzi; isithuba; 
vacant	ze; 
valid	semthethweni; 
validity	 isiqinisekiso esisemthethweni; ixabiso; 
valley	intlambo; 
valuable	nexabiso; 
valuation	ukuxabisa; 
value	ixabiso; 
valued	ixabiso; 
values	iinqobo ezisemgangathweni; 
van	iveni; 
variation	 iyantluko; iyantlukwano; 
varied	tshintshatshintsha; 
varies	ukwahluka; 
variety	ntlobontlobo; 
various	tshintshatshintsha; 
vary	ukwahluka; 
varying	ukwahluka; 
vast	ninzi; 
vat	irhafu yentengo; 
vehicle	 umthuthi; isithuthi; 
vehicles	izithuthi;  umthuthi; 
vendor	umthengisi; 
venture	ilinge; 
ventures	amalinge; 
venue	ibala lokudlalela; 
venues	ibala lokudlalela; 
verification	uqinisekiso; 
verify	qinisekisa; 
version	uguqulo; 
very	kakhulu; 
vessel	inqanawa;  umthambo;  uhlobo lwenqanawa;  ijelo legazi;  isityana; 
vested	thweswe; 
veterans	 ixhego lemfazwe; umdala; 
via	ngendlela edlula; 
viability	ukuba nokuphila; 
viable	nokuphila; 
vibrant	dlamkile;  hlokomayo; 
vice	ivayisi; 
vice-chairperson	sekela sihlalo; 
victim	ixhoba; 
victims	amaxhoba; 
victor	 umoyisi; oyisileyo; 
victory	uloyiso; 
video	umboniso;  isishicileli-miboniso; 
videos	umboniso;  isishicileli-miboniso; 
view	imbonakalo; 
viewed	imbonakalo; 
viewing	imbonakalo; 
views	imbonakalo; 
village	umzana; 
villages	umzana; 
violation	ukwaphula umthetho; 
violations	ukwaphula umthetho; 
violence	ubundlobongela; 
violent	bhovubhovu;  vuthuza; 
virtual	eqikelelwayo; 
virtually	ngenyani; 
virtue	ukulunga; 
visa	imvume yokungena kwilizwe; 
visible	ebonakalayo; 
vision	umbono; 
visionary	ingcinga esengqondweni; 
visit	utyelelo; 
visited	tyelele; 
visiting	ukutyelela; 
visitor	undwendwe; 
visitors	undwendwe; 
visits	amatyelelo; 
visual	-bonakalayo; 
visually	thabathekisayo; 
vital	dlamkileyo; enobomi; 
vocational	-omsebenzi; 
voice	ilizwi; 
voices	ilizwi; 
void	phuthile;  lambatha; ze; 
volatility	ukutsha msinya; 
volume	umthamo;  isandi; 
voluntarily	ngokuzithandela; 
voluntary	ngokuzithandela;  ngabom; 
volunteer	ivolontiya; 
volunteers	ivolontiya; 
vote	 ukuvota; ivoti; 
voted	votile; 
voter	umvoti; 
voters	umvoti; 
votes	vota;  ukuvota; ivoti; 
voting	ukuvota; 
vulnerability	enokonakaliswa; 
vulnerable	 -nokwenzakala; ukuba nokwenzakala; 
wage	umvuzo; 
wages	imivuzo; 
waiting	lindile; 
walk	hamba; 
walks	hamba; 
wall	udonga;  udonga lwabadlali; 
walls	udonga;  udonga lwabadlali; 
want	imfuno;  ukufuna; 
wanted	imfuno;  ukufuna; 
wants	ufuna; 
war	imfazwe; 
ward	 igumbi lezigulana; iwadi; 
wards	iiwadi;  magumbi ezigulana; 
warm	 -shushu; kushushu; 
warmth	ubushushu; 
warning	isiyalo; 
warrant	ilungelo lokungena endlwini nokuyiphanda; 
warrants	amalungelo okungena endlwini nokuphanda; 
wars	iimfazwe; 
was	ibinakho; 
waste	ukuchitha;  umphutha; 
watch	 iwotshi; ixesha; 
water	 ukunkcenkceshela; amanzi;  seza;  nkcenkceshela; 
waters	 ukunkcenkceshela; amanzi;  seza;  nkcenkceshela; 
wax	umthwebeba;  umphula; 
way	indlela; 
ways	iindlela; 
we	thina; 
we've	sinayo; 
weak	buthathaka; 
weakness	ubuthathaka;  ukutyhafa; 
weaknesses	ubuthathaka;  ukutyhafa; 
wealth	indyebo; 
weapon	isixhobo; 
weapons	izixhobo; 
weather	 izulu; imozulu; 
web	izigcawu; 
websites	iiwebhusayithi; 
week	iveki; 
week-long	iveki yonke; 
weekend	impela-veki; 
weeks	iiveki; 
weight	 ukwenza nzima; ubunzima;  ilitye lesikali; 
welcome	wamkelekile; 
welcomed	wamkelwe; 
welcomes	ukwamkela; 
welcoming	ukwamkela; 
welfare	intlalontle; 
well	iqula; 
well-being	 ukonwaba; ukulunga; 
well-known	dumile;  indwaluthu; 
wellbeing	 ukonwaba; ukulunga; 
went	hambile; 
were	beke; 
west	 ngasentshonalanga; entshona;  intshonalanga; 
western	entshonalanga; 
wetlands	umhlaba olijojo; 
what	intoni; 
what's	intoni; 
whatever	nantonina; 
whatsoever	nantonina; 
when	nini; 
whenever	nanini; 
where	phi; 
whereas	ekubeni; 
whereby	kanti; 
whereupon	apho; 
wherever	naphina; 
whether	nokuba; 
which	eyakuthi; 
whichever	nayiphina; 
while	xeshikweni; 
whilst	xeshikweni; 
whip	 UMbhexeshi; isabhokhwe; 
whips	 UMbhexeshi; isabhokhwe; 
white	mhlophe; 
whites	abamhlophe; 
who	ubani; 
whole	epheleleyo; 
wholly	 kwaphela; ngokupheleleyo; 
whom	lowo; 
whose	lowo; 
why	 ngoba; kutheni; 
wide	 -banzi; banzi; 
widely	ngokubanzi; 
wider	 -banzi; banzi; 
widespread	 yandile; inabile; 
wife	unkosikazi; 
wild	-asendle; 
wildlife	izilwanyana zasendle; 
will	 amandla engqondo; uya;  umyolelo;  intando; 
willing	zimisele; 
willingness	ukulungela; 
win	ukoyisa; 
wind	umoya; 
winding-up	ukusonga; 
window	ifestile; 
wine	iwayini; 
winners	abaphumeleleyo; 
winning	ukuphumelela; 
winter	ubusika; 
wisdom	ubulumko; 
wish	umnqweno; 
wishes	iminqweno; 
wishing	ukunqwena; 
with	kunye; 
withdraw	ukurhoxisa;  khupha imali; 
withdrawal	ukurhoxa; 
withdrawn	ukurhoxisa;  khupha imali; 
within	phakathi; 
without	ngaphandle; 
witness	 Ingqina; ingqina; 
witnessed	 Ingqina; ingqina; 
witnesses	 Ingqina; ingqina; 
woman	umfazi; 
women	abafazi; 
women's	eyabafazi; 
won	ukoyisa; 
wonderful	mangalisayo; 
wood	 ihlathi;  amaplanga; umthi; 
word	ilizwi; 
words	amagama; 
work	 imisebenzi yobugcisa;  ukusebenza; umsebenzi; 
worked	 imisebenzi yobugcisa;  ukusebenza; umsebenzi; 
worker	umsebenzi; 
workers	abasebenzi; 
workforce	abasebenzi xa bebonke befektri enye; 
working	ukusebenza; 
workplace	emsebenzini; 
works	 imisebenzi yobugcisa;  ukusebenza; imisebenzi; 
workshop	indawo yokusebenzela; 
workshops	indawo yokusebenzela; 
workspace	indawo yokusebenza; 
world	ihlabathi; 
world's	eyehlabathi; 
world-class	udidi lwehlabathi; 
worlds	amazwe; 
worldwide	edumileyo; 
worrying	ekhathazayo; 
worse	mandundu; 
worst	eyona imandundu; 
worth	ukuxabisa; 
worthy	thembekileyo; 
would	inga; 
wound	 ukungxwelerha; inxeba;  isilonda;  uduma; 
wounds	 ukungxwelerha; izilonda;  amanxeba;  uduma; 
write	bhala;  ukubhala; 
writer	umbhali; 
writers	ababhali; 
writers'	ezababhali; 
writing	isandla;  ukubhala; 
